,9CL_Bc65_Bc01,9CL_Bc65_Bc03,9CL_Bc65_Bc04,9CL_Bc65_Bc05,9CL_Bc65_Bc06,9CL_Bc65_Bc07,9CL_Bc65_Bc08,9CL_Bc65_Bc09,9CL_Bc65_Bc10,9CL_Bc65_Bc11,9CL_Bc65_Bc12,9CL_Bc65_Bc15,9CL_Bc65_Bc16,9CL_Bc65_Bc17,9CL_Bc65_Bc18,9CL_Bc65_Bc19,9CL_Bc65_Bc20,9CL_Bc65_Bc22,9CL_Bc65_Bc23,9CL_Bc65_Bc24,9CL_Bc65_Bc25,9CL_Bc65_Bc26,9CL_Bc65_Bc27,9CL_Bc65_Bc28,9CL_Bc65_Bc29,9CL_Bc65_Bc30,9CL_Bc65_Bc31,9CL_Bc65_Bc32,9CL_Bc66_Bc01,9CL_Bc66_Bc04,9CL_Bc66_Bc05,9CL_Bc66_Bc06,9CL_Bc66_Bc07,9CL_Bc66_Bc08,9CL_Bc66_Bc09,9CL_Bc66_Bc10,9CL_Bc66_Bc11,9CL_Bc66_Bc12,9CL_Bc66_Bc13,9CL_Bc66_Bc14,9CL_Bc66_Bc15,9CL_Bc66_Bc16,9CL_Bc66_Bc17,9CL_Bc66_Bc18,9CL_Bc66_Bc20,9CL_Bc66_Bc22,9CL_Bc66_Bc23,9CL_Bc66_Bc25,9CL_Bc66_Bc26,9CL_Bc66_Bc27,9CL_Bc66_Bc28,9CL_Bc66_Bc29,9CL_Bc66_Bc30,9CL_Bc66_Bc31,9CL_Bc66_Bc32,9CL_Bc67_Bc01,9CL_Bc67_Bc02,9CL_Bc67_Bc03,9CL_Bc67_Bc04,9CL_Bc67_Bc05,9CL_Bc67_Bc06,9CL_Bc67_Bc07,9CL_Bc67_Bc08,9CL_Bc67_Bc09,9CL_Bc67_Bc10,9CL_Bc67_Bc12,9CL_Bc67_Bc13,9CL_Bc67_Bc14,9CL_Bc67_Bc17,9CL_Bc67_Bc18,9CL_Bc67_Bc19,9CL_Bc67_Bc24,9CL_Bc67_Bc25,9CL_Bc67_Bc26,9CL_Bc67_Bc27,9CL_Bc67_Bc28,9CL_Bc67_Bc29,9CL_Bc67_Bc30,9CL_Bc67_Bc31,9CL_Bc67_Bc32
DEPP1,0.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
XRCC6,7.0,10.0,3.0,11.0,9.0,11.0,35.314,8.0,6.0,6.0,19.0,16.0,5.0,7.0,9.0,25.0,5.0,12.0,6.0,10.0,8.0,10.0,5.0,7.0,7.0,9.0,3.0,6.0,20.0,11.0,8.0,7.0,9.0,3.0,3.0,21.0,10.0,7.0,22.0,3.0,21.0,6.0,13.0,15.0,10.0,6.0,12.0,5.0,13.0,10.0,3.0,12.0,22.0,10.0,4.0,6.0,20.0,15.0,22.0,15.0,15.0,14.0,21.0,4.038,6.0,18.0,19.0,12.0,15.0,10.0,11.0,12.0,11.0,6.0,9.0,6.0,2.0,10.0,15.0,9.0
UPF1,0.0,3.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ENTPD1,0.0,0.0,1.283,1.006,2.383,0.0,1.648,0.0,0.0,1.0,1.075,0.0,0.0,0.0,1.604,3.159,0.0,0.0,1.062,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.099,0.0,0.0,2.342,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.024,1.284,0.0,0.0,0.0,0.0,1.165,0.0,2.27,0.0,1.174,0.0,0.0,1.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.782,0.0,0.0,0.0,0.0,0.0
GPR89A,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.143,11.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASEK-C17orf49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.628,0.0,0.0,0.0,0.0,0.0,2.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.093,0.0,0.0,0.0,1.768,2.434,0.0,1.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA7,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,4.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,1.0,0.0,0.0,9.0,6.0,0.0,0.0,1.0,15.0,0.0,4.0,1.0,12.047,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,23.0,0.0,11.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,2.0,7.0,0.0,0.0,2.0,1.0,4.0,0.0
SYTL2,3.957,0.0,5.877,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.0,0.0,0.0,3.684,0.0,0.0,0.0,4.101,0.0,5.322,0.0,0.0,3.474,0.0,0.0,0.0,2.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62,1.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,0.0,4.006,0.0,0.0,0.0,1.0,0.0,0.0,21.089,0.0,0.0,5.773,0.0,0.0,0.0,0.0,4.181,0.0,0.0,0.0,0.0,0.0,0.0,3.454,3.084,0.0,0.0,0.0,0.0,1.0
CLUL1,0.0,0.0,0.0,0.0,0.0,0.0,3.879,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.986,0.0,2.961,0.0,2.99,0.0,0.0,2.0,0.0,0.0,3.58,2.373,0.0,0.0,0.0,0.0,0.0,4.228,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.063,1.0,0.0,0.0,1.971,0.0,0.0,1.679,4.015,0.0,5.511,0.0,0.0,0.0,1.0,2.521,0.0,0.0,1.0,0.0,0.0,0.0,11.026,0.0,0.0,0.0
PCBP1,18.0,19.0,25.0,16.0,22.0,20.0,29.0,10.0,12.0,10.0,31.0,20.0,10.0,10.0,12.0,34.0,12.0,7.0,15.0,19.0,25.0,14.0,34.0,8.0,13.0,20.0,12.0,10.0,38.0,10.0,26.0,7.0,11.0,20.0,1.0,24.0,11.0,30.021,25.0,12.0,16.0,14.0,11.0,30.0,14.0,14.0,27.0,10.0,15.0,17.0,6.0,21.0,28.0,6.0,11.0,12.0,11.0,37.0,15.0,23.0,24.0,15.0,65.0,12.0,11.0,16.0,33.0,13.0,14.0,19.0,26.0,18.0,9.0,10.0,35.0,12.0,9.0,18.0,9.0,7.0
MYL9,1.0,1.0,3.0,5.0,2.0,0.0,5.0,0.0,0.0,2.0,6.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,6.0,0.0,1.0,4.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,6.0,0.0,2.0,1.0,7.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,5.0,11.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
LYZ,12.0,15.0,8.0,65.0,21.0,20.0,79.914,4.0,24.0,13.0,9.0,19.0,37.0,1.0,11.0,50.994,8.0,10.0,53.262,2.0,15.0,9.0,13.0,18.0,64.935,5.0,23.0,152.0,2.0,9.0,79.0,9.0,32.0,27.0,3.0,14.808,79.0,3.0,67.0,4.0,61.833,19.0,30.0,38.929,41.983,9.0,8.0,4.0,36.992,31.7,13.0,74.0,9.0,105.998,7.0,19.0,8.0,1.0,147.0,12.0,30.0,57.0,45.978,25.0,15.0,32.0,9.0,13.0,29.0,37.0,19.0,51.0,34.0,15.0,7.0,6.0,16.0,2.0,64.0,25.0
CLDN6,0.0,15.0,7.0,9.0,1.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,2.0,0.0,0.0,2.0,4.0,3.0,0.0,10.0,0.0,15.0,4.0,3.0,0.0,8.0,1.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,6.0,2.0,1.0,0.0,0.0,3.0,14.0,2.0,0.0,2.0,12.0,14.0,1.0,1.0,11.0,10.0,3.0,7.0,2.0,1.0,0.0,2.0,0.0,17.0,0.0,4.0,0.0,8.0,1.0,0.0,0.0,2.0,7.0,1.0,1.0,1.0,5.0,0.0,7.0,0.0,4.0,0.0,1.0
TPX2,12.968,0.0,13.0,3.0,0.0,11.0,23.834,6.0,0.0,3.0,29.0,5.0,0.0,1.0,9.0,43.0,1.0,4.0,9.0,8.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,16.0,14.0,1.0,1.0,4.0,1.0,3.0,28.0,2.0,6.0,5.0,1.0,12.0,0.0,2.0,8.0,7.0,5.0,13.0,0.0,2.0,10.0,1.0,0.0,18.0,1.0,0.0,5.0,2.0,3.0,5.0,15.0,5.0,4.0,27.0,0.0,1.0,0.0,34.0,4.0,2.0,1.0,1.0,17.0,0.0,0.0,1.0,7.0,0.0,1.0,5.0,5.0
EXOSC5,8.0,6.0,2.0,4.0,2.0,2.0,11.0,4.0,2.0,3.0,8.0,0.0,3.0,5.0,3.0,7.0,4.0,6.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,7.0,3.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,8.0,3.0,3.0,2.0,5.0,3.0,4.0,1.0,4.0,2.0,8.0,2.0,1.0,1.0,9.0,3.0,0.0,8.0,5.0,4.0,3.0,1.0,2.0,5.0,2.0,3.0,8.0,0.0,4.0,7.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0
GNL3,5.0,11.0,9.591,7.0,8.0,7.0,18.0,8.0,3.0,11.0,3.0,8.0,0.0,3.0,7.0,5.0,3.0,6.0,9.0,4.0,0.0,5.0,1.0,6.0,1.0,7.0,3.0,2.0,21.0,5.0,2.0,4.0,5.0,0.0,1.0,24.0,3.0,5.0,4.0,5.0,3.0,2.0,6.0,6.0,2.858,7.0,14.0,6.0,1.0,3.0,5.0,8.0,24.0,5.0,3.0,7.0,9.693,16.0,11.0,7.0,15.0,9.0,3.0,0.0,2.0,3.0,8.0,2.0,7.0,3.0,4.0,3.0,11.0,7.0,6.0,19.0,2.0,10.0,11.0,5.0
CD24,2.0,24.0,2.0,14.268,2.0,3.0,10.0,0.0,1.0,3.0,3.0,4.0,4.0,5.0,5.182,0.0,1.0,3.0,0.0,2.0,5.0,16.0,2.0,2.0,0.0,1.0,5.0,3.0,0.0,1.0,4.0,17.0,10.0,4.0,0.0,3.0,0.0,14.0,8.0,7.0,0.0,9.0,10.0,6.0,3.0,3.0,3.0,0.0,3.0,20.0,1.0,4.0,3.0,0.0,4.0,8.0,5.0,3.0,5.0,8.0,6.0,5.0,3.0,1.0,4.0,0.0,7.0,1.0,5.0,2.0,5.0,3.0,5.0,2.0,4.0,4.0,0.0,4.0,1.0,4.0
EWSR1,10.0,17.0,12.0,17.0,8.0,9.0,17.0,2.0,4.0,7.0,12.0,6.0,2.0,3.0,12.0,14.0,4.0,3.0,2.0,4.0,10.0,9.0,11.0,3.0,6.0,9.0,6.0,4.0,15.0,6.043,6.0,7.0,5.0,14.0,3.0,19.0,12.0,24.0,11.0,9.0,9.0,12.0,10.0,10.0,4.0,10.0,13.0,2.0,14.0,3.0,5.0,7.0,33.106,5.76,6.0,9.0,24.247,13.0,11.0,21.0,19.0,11.0,19.0,1.0,16.0,6.0,12.0,7.0,18.0,8.0,7.0,15.0,22.0,8.0,9.0,10.0,5.0,13.0,8.0,2.0
BIRC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
SPDYE1,0.0,0.0,1.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.454,2.113,0.0,1.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.432,0.0,0.0,0.0,0.0,0.0,0.0
TECPR1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0
WASHC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.764,0.0,0.0,0.0,1.0,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.85,0.0,0.0,2.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.957,0.0,0.0,2.85,0.0,0.0,1.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.621,0.0,0.0,1.0,0.0,0.0,1.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERLIN2,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PWWP2A,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ID2,3.0,45.0,9.0,11.0,15.0,24.0,13.0,1.0,1.0,22.0,13.0,5.0,8.0,28.0,16.0,7.0,5.0,6.0,16.0,13.0,7.0,5.0,5.0,4.0,3.0,2.0,10.0,17.0,6.0,30.04,12.0,27.0,3.0,6.0,4.0,5.0,14.0,6.0,20.0,26.0,32.0,9.0,22.0,14.0,1.0,1.0,2.0,3.0,5.0,10.0,10.0,12.0,2.0,23.0,4.0,54.0,4.0,8.0,3.0,16.0,26.0,6.0,20.0,1.0,8.0,9.0,8.0,1.0,5.0,41.0,10.0,12.0,3.0,6.0,0.0,4.0,7.0,12.0,26.0,14.0
F11R,4.0,1.519,0.0,1.0,0.0,0.0,1.519,0.0,3.0,0.0,4.0,1.821,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.519,0.0,0.0,0.0,3.438,5.131,4.0,2.0,0.0,0.0,0.0,4.996,2.0,2.0,3.0,0.0,4.0,1.448,1.596,0.0,0.0,2.0,1.468,6.0,0.0,5.0,0.0,0.0,5.0,2.0,1.596,0.0,3.0,1.0,0.0,0.0,13.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0
CTSD,9.0,15.0,12.0,9.0,26.0,28.0,23.0,5.0,7.0,47.0,8.0,36.0,10.0,42.0,24.0,31.0,20.0,3.0,25.0,0.0,10.0,15.0,17.0,46.0,27.0,11.0,9.0,11.0,0.0,10.0,11.0,32.0,15.923,22.984,2.0,4.0,15.0,3.0,38.0,4.0,21.0,5.0,18.0,8.0,18.0,8.0,6.0,13.058,6.0,28.0,8.0,21.0,8.0,17.0,25.0,25.0,29.0,31.0,21.0,6.0,15.0,21.0,50.0,8.0,29.0,21.0,5.0,7.0,35.0,14.0,14.0,10.0,2.0,6.0,9.0,11.0,18.0,4.0,10.0,0.0
ANTKMT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,16.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN1,14.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,8.0,7.0,4.0,3.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,3.0,0.0,2.0,1.0,3.0,0.0,4.0,10.0,5.0,0.0,1.0,1.0,7.0,0.0,1.0,19.0,2.0,0.0,0.0,0.0,2.0,0.0,14.001,4.0,4.0,29.0,9.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0
STAU2,1.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,4.0,5.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,4.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
SRSF9,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,2.864,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,1.907,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,1.0
GRSF1,7.0,5.0,4.0,6.0,7.0,6.0,6.0,4.0,1.0,2.0,3.0,4.0,1.0,1.0,7.0,8.0,6.512,3.0,4.0,3.0,4.0,8.0,4.0,3.0,2.0,6.0,4.0,8.0,8.0,1.0,6.0,0.0,2.0,1.0,1.0,13.0,13.0,12.0,3.0,3.0,9.0,1.0,4.0,2.0,1.0,5.0,13.0,1.0,4.0,0.0,2.0,2.0,13.0,0.0,2.0,1.0,10.0,14.0,7.0,9.0,6.0,7.0,6.0,1.0,5.0,4.0,16.0,3.0,2.0,5.0,11.0,9.0,4.0,4.0,8.0,5.0,0.0,1.0,2.0,2.0
NIP7,7.0,1.0,5.0,2.0,3.0,2.0,9.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,6.0,1.0,6.0,4.0,6.0,2.0,1.0,3.0,6.0,3.0,11.0,6.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,6.0,8.0,4.0,3.0,2.0,0.0,1.0,8.0,1.0,10.0,3.0,5.0,1.0,5.0,2.0,4.0,12.0,2.0,2.561,1.09,17.0,2.0,9.0,13.554,6.0,4.0,3.0,3.0,1.0,0.0,8.0,6.0,7.0,10.0,15.0,2.0,1.0,4.0,0.0,1.0,3.0,6.0,2.0,1.0
NSUN2,1.0,1.0,0.0,5.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.983,0.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.211,3.0,3.0,3.0,3.0,5.0,1.0,2.0,4.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,6.0,1.0,0.0,5.0,0.0
MIXL1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,30.0,1.0,0.0,2.0,0.0,0.0,0.0,33.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WRN,0.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ILF3,13.0,2.0,6.0,6.0,5.0,15.0,19.0,3.0,4.0,12.0,14.999,3.0,8.0,3.0,13.0,13.0,4.0,0.0,11.0,5.0,5.0,4.0,7.0,8.0,2.0,3.0,2.0,9.0,15.0,5.0,3.0,6.0,8.0,1.0,3.0,9.0,2.0,4.0,5.0,1.0,7.0,1.0,9.0,3.0,6.0,10.0,2.0,1.0,5.0,6.0,12.999,5.0,5.0,1.0,2.0,1.0,5.0,8.0,16.0,25.0,12.0,6.0,14.0,3.0,1.0,2.0,7.0,4.0,10.0,5.0,6.0,9.0,2.0,3.0,2.0,5.0,1.0,4.0,9.0,0.0
DHX30,0.0,2.0,2.0,1.0,3.0,0.0,6.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,6.0,1.0,0.0,1.0,5.0,4.0,0.0,5.0,0.0,4.0,0.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0
MTPAP,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
