Gene stable ID	Gene Name	ZFIN ID	NCBI gene (formerly Entrezgene) accession	NCBI gene (formerly Entrezgene) ID	Type
ENSDARG00000110451	CABZ01086877.1				protein_coding
ENSDARG00000111563	CR759907.2				sncRNA
ENSDARG00000004405	snx10a	ZDB-GENE-050809-44	snx10a	403027	protein_coding
ENSDARG00000115353	pth1b	ZDB-GENE-040623-2	pth1b	405885	protein_coding
ENSDARG00000107442	SLC35D3		slc35d3	565603	protein_coding
ENSDARG00000112659	ugt8	ZDB-GENE-060616-129	ugt8	553508	protein_coding
ENSDARG00000080158	SNORD18A				sncRNA
ENSDARG00000114864	vdrb	ZDB-GENE-080403-10	vdrb	564511	protein_coding
ENSDARG00000115134	BX321887.13				sncRNA
ENSDARG00000086100	cd302	ZDB-GENE-111118-1	cd302	100333685	protein_coding
ENSDARG00000111877	bcl7ba	ZDB-GENE-040426-2193	bcl7ba	406444	protein_coding
ENSDARG00000109774	FH		LOC100535417	100535417	protein_coding
ENSDARG00000117183	BX465195.8				sncRNA
ENSDARG00000110867	BX901956.1				protein_coding
ENSDARG00000115210	BX649394.13				sncRNA
ENSDARG00000110571	kcnk18	ZDB-GENE-100405-2	kcnk18	561821	protein_coding
ENSDARG00000112973	CR926128.8				sncRNA
ENSDARG00000108401	LO018336.1		LOC101883213	101883213	protein_coding
ENSDARG00000099006	CABZ01029938.1		LOC568664	568664	protein_coding
ENSDARG00000098492	olfcd2	ZDB-GENE-050712-5	olfcd2	574525	protein_coding
ENSDARG00000111068	CR450836.3				protein_coding
ENSDARG00000081883	MIR19A				sncRNA
ENSDARG00000068179	trib2	ZDB-GENE-091207-3			protein_coding
ENSDARG00000105133	dre-mir-7a-1		mir7a-1	100033755	sncRNA
ENSDARG00000114183	dre-mir-430c-1		mir430c-13	100033468	sncRNA
ENSDARG00000112870	CABZ01021599.1		LOC110437957	110437957	protein_coding
ENSDARG00000024548	cryba4	ZDB-GENE-050522-143	cryba4	553178	protein_coding
ENSDARG00000111581	BX469929.1		ccser1	795160	protein_coding
ENSDARG00000040861	tcf25	ZDB-GENE-040905-2	tcf25	445817	protein_coding
ENSDARG00000027501	usp20	ZDB-GENE-040426-1219	usp20	393962	protein_coding
ENSDARG00000088051	AL935044.1		LOC100537716	100537716	protein_coding
ENSDARG00000083588	dre-mir-181b-3		mir181b-3	114482630	sncRNA
ENSDARG00000111715	klhl3	ZDB-GENE-120203-4	klhl3	568556	protein_coding
ENSDARG00000110496	zgc:162989	ZDB-GENE-070410-123	zgc:162989	100037351	protein_coding
ENSDARG00000077145	adcy3a	ZDB-GENE-111027-6	adcy3a	571825	protein_coding
ENSDARG00000109751	hsd11b1la	ZDB-GENE-040426-1002	hsd11b1la	393293	protein_coding
ENSDARG00000019713	oatx	ZDB-GENE-070115-1	oatx	555218	protein_coding
ENSDARG00000103651	map3k12	ZDB-GENE-040426-2436	map3k12	404626	protein_coding
ENSDARG00000115547	CABZ01026681.1				protein_coding
ENSDARG00000036445	serpinh2	ZDB-GENE-050417-12	serpinh2	554550	protein_coding
ENSDARG00000109412	pfkmb	ZDB-GENE-081114-1	pfkmb	568001	protein_coding
ENSDARG00000114900	ppp1r3b	ZDB-GENE-030131-5496	ppp1r3b	327285	protein_coding
ENSDARG00000110997	VMAC		vmac	570934	protein_coding
ENSDARG00000112236	taar14e	ZDB-GENE-041210-317	taar14e	795656	protein_coding
ENSDARG00000109763	kcnip3b	ZDB-GENE-040426-1752	kcnip3b	393755	protein_coding
ENSDARG00000115625	dyrk3	ZDB-GENE-080219-31	dyrk3	100141364	protein_coding
ENSDARG00000110905	mpeg1.1	ZDB-GENE-030131-7347	mpeg1.1	335407	protein_coding
ENSDARG00000112198	dpf2l	ZDB-GENE-030131-5132	dpf2l	326933	protein_coding
ENSDARG00000085825	CR559931.1				sncRNA
ENSDARG00000116450	pygb	ZDB-GENE-040928-2	pygb	403051	protein_coding
ENSDARG00000117076	BX005085.7		wu:fb44c10	560099	protein_coding
ENSDARG00000104358	FP016005.1				protein_coding
ENSDARG00000110847	CR450785.6				sncRNA
ENSDARG00000116210	CABZ01102038.1		gas7b	100333627	protein_coding
ENSDARG00000090401	CABZ01020840.1		LOC101885512	101885512	protein_coding
ENSDARG00000056798	zgc:123297	ZDB-GENE-051127-9	zgc:123297	641563	protein_coding
ENSDARG00000116368	CR846080.2				protein_coding
ENSDARG00000115366	BX927193.12				sncRNA
ENSDARG00000102858	sc:d189	ZDB-GENE-080303-11	sc:d189	100002334	protein_coding
ENSDARG00000112093	BX571983.1		LOC100332852	100332852	protein_coding
ENSDARG00000078123	slitrk3a	ZDB-GENE-130226-1	slitrk3a	100334261	protein_coding
ENSDARG00000116788	utp6	ZDB-GENE-040426-769	utp6	393107	protein_coding
ENSDARG00000113146	crata	ZDB-GENE-040927-17	crata	449545	protein_coding
ENSDARG00000091486	CR385078.2				sncRNA
ENSDARG00000113695	atp6v0a2b	ZDB-GENE-060526-4	atp6v0a2b	561117	protein_coding
ENSDARG00000113095	klhl36	ZDB-GENE-050522-324	klhl36	553604	protein_coding
ENSDARG00000104439	cldnd1a	ZDB-GENE-030131-7568	cldnd1a	335628	protein_coding
ENSDARG00000060631	GARNL3	ZDB-GENE-060526-61	si:ch211-182d3.1	560594	protein_coding
ENSDARG00000026454	mis12	ZDB-GENE-040426-1372	mis12	393349	protein_coding
ENSDARG00000115065	BX004975.2		si:ch211-117n7.6	555902	protein_coding
ENSDARG00000112391	armt1	ZDB-GENE-050327-51	armt1	541518	protein_coding
ENSDARG00000105031	FP102167.2				sncRNA
ENSDARG00000113997	si:dkey-23o4.6	ZDB-GENE-100922-3	si:dkey-23o4.6	561542	protein_coding
ENSDARG00000099755	pfklb	ZDB-GENE-050417-62	pfklb	550259	protein_coding
ENSDARG00000083425	dre-let-7g-2		mirlet7g-2	100033547	sncRNA
ENSDARG00000112739	CR847970.1				protein_coding
ENSDARG00000113363	CU571384.1				protein_coding
ENSDARG00000117075	arsib	ZDB-GENE-100819-1	arsib	563783	protein_coding
ENSDARG00000103991	sec14l1	ZDB-GENE-040426-801	sec14l1	394073	protein_coding
ENSDARG00000111908	taar13e	ZDB-GENE-041014-70	taar13e	100034381	protein_coding
ENSDARG00000080893	dre-mir-722		mir722	100033732	sncRNA
ENSDARG00000013044	ndufv2	ZDB-GENE-040426-1713	ndufv2	393720	protein_coding
ENSDARG00000086631	rnh1	ZDB-GENE-030131-4718	LOC101884653	101884653	protein_coding
ENSDARG00000089888	daglb	ZDB-GENE-070619-2	daglb	565287	protein_coding
ENSDARG00000115246	BX927234.2				protein_coding
ENSDARG00000081362	dre-mir-9-5		mir9-5	100033557	sncRNA
ENSDARG00000102982	CABZ01113981.1				protein_coding
ENSDARG00000111949	BX005442.3				protein_coding
ENSDARG00000112821	nfkb2	ZDB-GENE-030131-6701	nfkb2	415100	protein_coding
ENSDARG00000112165	rabepk	ZDB-GENE-040704-52	rabepk	431756	protein_coding
ENSDARG00000101766	ptmab	ZDB-GENE-030131-8681	ptmab	559194	protein_coding
ENSDARG00000068916	ppp1r35	ZDB-GENE-060825-232	ppp1r35	751676	protein_coding
ENSDARG00000116230	hspa4b	ZDB-GENE-030131-6018	hspa4b	334086	protein_coding
ENSDARG00000110901	olfcq3	ZDB-GENE-050419-41	olfcq3	793365	protein_coding
ENSDARG00000081850	CR936321.2				sncRNA
ENSDARG00000101626	arf6a	ZDB-GENE-030131-8007	arf6a	336063	protein_coding
ENSDARG00000112370	FQ377918.1				protein_coding
ENSDARG00000111418	foxl1	ZDB-GENE-040426-1181	foxl1	393959	protein_coding
ENSDARG00000117102	jak1	ZDB-GENE-980526-142	jak1	30280	protein_coding
ENSDARG00000101647	BX640547.5				sncRNA
ENSDARG00000101566	CR769772.4				protein_coding
ENSDARG00000068912	zgc:153012	ZDB-GENE-061103-559	zgc:153012	777626	protein_coding
ENSDARG00000111857	CR925768.7				sncRNA
ENSDARG00000104078	zgc:113336	ZDB-GENE-050320-55	zgc:113336	541362	protein_coding
ENSDARG00000112703	CU013534.2				protein_coding
ENSDARG00000046106	rab10	ZDB-GENE-040718-304	rab10	436839	protein_coding
ENSDARG00000110788	zbed4	ZDB-GENE-041210-305	zbed4	100000808	protein_coding
ENSDARG00000110935	igf1rb	ZDB-GENE-020503-2	igf1rb	245702	protein_coding
ENSDARG00000045297	phb2a	ZDB-GENE-030131-3141	phb2a	324421	protein_coding
ENSDARG00000114596	BX914214.12				sncRNA
ENSDARG00000116817	tmem243b	ZDB-GENE-040426-2205	tmem243b	405855	protein_coding
ENSDARG00000115403	BX530069.1		dchs1b	553300	protein_coding
ENSDARG00000069157	tmem135	ZDB-GENE-070424-70	tmem135	568244	protein_coding
ENSDARG00000113122	aldh1a2	ZDB-GENE-011010-3	aldh1a2	116713	protein_coding
ENSDARG00000114038	ska2	ZDB-GENE-041008-202	ska2	449942	protein_coding
ENSDARG00000052176	shfl	ZDB-GENE-070928-25	shfl	797287	protein_coding
ENSDARG00000060521	rbm27	ZDB-GENE-110411-31	rbm27	100332262	protein_coding
ENSDARG00000110388	vps26a	ZDB-GENE-040426-1108	vps26a	393881	protein_coding
ENSDARG00000111728	tmem198b	ZDB-GENE-050809-123	tmem198b	564608	protein_coding
ENSDARG00000110887	ccdc90b	ZDB-GENE-040724-162	ccdc90b	100149897	protein_coding
ENSDARG00000111546	usp43a	ZDB-GENE-100211-1	usp43a	563983	protein_coding
ENSDARG00000113985	BX465203.1				protein_coding
ENSDARG00000111160	cenpo	ZDB-GENE-070928-16	cenpo	100126022	protein_coding
ENSDARG00000070919	cpne5b	ZDB-GENE-040426-1398	cpne5b	394003	protein_coding
ENSDARG00000113344	CU367852.7				sncRNA
ENSDARG00000008575	lyst	ZDB-GENE-070702-1	lyst	100150726	protein_coding
ENSDARG00000115543	CT030048.1				protein_coding
ENSDARG00000075626	zgc:172090	ZDB-GENE-080204-40	zgc:172090	565611	protein_coding
ENSDARG00000103841	CU024870.2				protein_coding
ENSDARG00000112569	BX321875.3				protein_coding
ENSDARG00000115649	rpl10a	ZDB-GENE-030131-2025	rpl10a	323305	protein_coding
ENSDARG00000115289	ndel1b	ZDB-GENE-030131-5889	ndel1b	333957	protein_coding
ENSDARG00000112433	FO818699.1				protein_coding
ENSDARG00000091207	mlnr	ZDB-GENE-130530-1015			protein_coding
ENSDARG00000101364	wfikkn1	ZDB-GENE-040426-2465	wfikkn1	406570	protein_coding
ENSDARG00000116873	BX088712.13				sncRNA
ENSDARG00000115170	taar12j	ZDB-GENE-041014-59	taar12j	795139	protein_coding
ENSDARG00000083986	SNORA81				sncRNA
ENSDARG00000111577	BX942815.6				sncRNA
ENSDARG00000112119	zgc:174945	ZDB-GENE-080204-80	zgc:174945	793867	protein_coding
ENSDARG00000116487	CABZ01039304.1				protein_coding
ENSDARG00000068883	tspan13a	ZDB-GENE-040718-19	tspan13a	798836	protein_coding
ENSDARG00000109509	pnpo	ZDB-GENE-060602-2	pnpo	402868	protein_coding
ENSDARG00000113231	AL929469.4				sncRNA
ENSDARG00000110024	FQ377903.3				protein_coding
ENSDARG00000112757	BX640584.9				sncRNA
ENSDARG00000110900	CABZ01078606.1		LOC100333871	100333871	protein_coding
ENSDARG00000115826	cldn7a	ZDB-GENE-040718-29	cldn7a	436612	protein_coding
ENSDARG00000114608	phkg1a	ZDB-GENE-061103-385	phkg1a	565379	protein_coding
ENSDARG00000114208	stk17b	ZDB-GENE-040426-1499	stk17b	393507	protein_coding
ENSDARG00000102732	dre-mir-7147		mir7147	102466813	sncRNA
ENSDARG00000114036	BX248510.6				protein_coding
ENSDARG00000115989	BX323887.1				protein_coding
ENSDARG00000104924	BX072577.1		LOC100536537	100536537	protein_coding
ENSDARG00000113253	CT025775.2		LOC110438948	110438948	protein_coding
ENSDARG00000111544	trappc6bl	ZDB-GENE-040426-1602	trappc6bl	393634	protein_coding
ENSDARG00000100648	dre-mir-723		mir723	100033734	sncRNA
ENSDARG00000083268	BX470163.2				sncRNA
ENSDARG00000116063	BX649399.17				sncRNA
ENSDARG00000100879	dre-mir-19d		mir19d	100033579	sncRNA
ENSDARG00000016594	haus4	ZDB-GENE-040718-122	haus4	436698	protein_coding
ENSDARG00000083123	dre-mir-125a-1		mir125a-1	100033634	sncRNA
ENSDARG00000084219	dre-mir-2191		mir2191	100310769	sncRNA
ENSDARG00000113959	AL929549.2				protein_coding
ENSDARG00000116559	BX649399.19				sncRNA
ENSDARG00000115407	fgf22	ZDB-GENE-050208-380	fgf22	100005852	protein_coding
ENSDARG00000080931	dre-mir-18b		mir18b	100033574	sncRNA
ENSDARG00000101558	dre-mir-7149		mir7149	102465686	sncRNA
ENSDARG00000098599	DMXL1		LOC100333625	100333625	protein_coding
ENSDARG00000114012	CU062431.1		LOC100150106	100150106	protein_coding
ENSDARG00000115688	hirip3	ZDB-GENE-030131-5753	hirip3	100000570	protein_coding
ENSDARG00000098708	dre-mir-365-2		mir365-2	100033719	sncRNA
ENSDARG00000090998	si:cabz01071911.3	ZDB-GENE-161017-60	si:cabz01071911.3	103908660	protein_coding
ENSDARG00000109235	CABZ01103862.1				protein_coding
ENSDARG00000045269	pts	ZDB-GENE-070615-3			protein_coding
ENSDARG00000115363	mtus1a	ZDB-GENE-061103-409	mtus1a	563853	protein_coding
ENSDARG00000116396	CR450785.21				sncRNA
ENSDARG00000115279	rab33a	ZDB-GENE-060825-283	rab33a	751718	protein_coding
ENSDARG00000112939	BX649394.6				sncRNA
ENSDARG00000116023	CR318589.2				protein_coding
ENSDARG00000059936	herc4	ZDB-GENE-070801-1	herc4	557513	protein_coding
ENSDARG00000093082	LO018605.1				protein_coding
ENSDARG00000099566	lmbrd2a	ZDB-GENE-050417-32	lmbrd2a	550238	protein_coding
ENSDARG00000014571	ctnnb1	ZDB-GENE-980526-362	ctnnb1	30265	protein_coding
ENSDARG00000113979	AL929029.16				sncRNA
ENSDARG00000105078	CABZ01002809.1				protein_coding
ENSDARG00000111225	gcsha	ZDB-GENE-050320-18	gcsha	541329	protein_coding
ENSDARG00000082290	CR352215.1				sncRNA
ENSDARG00000111234	urm1	ZDB-GENE-091204-300	urm1	558120	protein_coding
ENSDARG00000110182	si:ch211-220f12.4	ZDB-GENE-050419-200			protein_coding
ENSDARG00000080512	CR388165.2				sncRNA
ENSDARG00000116590	shisa9a	ZDB-GENE-050320-78	shisa9a	541382	protein_coding
ENSDARG00000109830	SFMBT1		sfmbt1	100001629	protein_coding
ENSDARG00000113255	josd1	ZDB-GENE-060929-260	josd1	767655	protein_coding
ENSDARG00000111543	ddhd1b	ZDB-GENE-040724-18	ddhd1b	570320	protein_coding
ENSDARG00000117073	mlycd	ZDB-GENE-070410-120	mlycd	100037349	protein_coding
ENSDARG00000115552	CABZ01117752.1				protein_coding
ENSDARG00000111129	acy1	ZDB-GENE-040426-755	LOC100001620	100001620	protein_coding
ENSDARG00000085786	BX927222.1				sncRNA
ENSDARG00000111863	BX927341.1				sncRNA
ENSDARG00000113864	selenot2	ZDB-GENE-030411-4	selenot2	352917	protein_coding
ENSDARG00000114509	CR385040.2				protein_coding
ENSDARG00000109593	BX539324.1				protein_coding
ENSDARG00000109284	BX890568.1				sncRNA
ENSDARG00000080838	dre-mir-152		mir152	100033675	sncRNA
ENSDARG00000113114	cdca9	ZDB-GENE-090706-4	cdca9	100151622	protein_coding
ENSDARG00000114305	aga	ZDB-GENE-040426-2311	aga	566517	protein_coding
ENSDARG00000110613	pnpla4	ZDB-GENE-070410-74			protein_coding
ENSDARG00000116516	CR847938.2		inpp5d	559103	protein_coding
ENSDARG00000102042	DTX1				protein_coding
ENSDARG00000081232	dre-mir-454b		mir454b	100033791	sncRNA
ENSDARG00000098661	AL935300.3		LOC101885450	101885450	protein_coding
ENSDARG00000085594	BX005203.2				sncRNA
ENSDARG00000103193	CR394535.1		LOC100536643	100536643	protein_coding
ENSDARG00000091605	LO018113.1				sncRNA
ENSDARG00000110000	coq3	ZDB-GENE-040718-364	coq3	436893	protein_coding
ENSDARG00000113185	fsta	ZDB-GENE-990714-11	fsta	100004116	protein_coding
ENSDARG00000100128	CU861477.1				protein_coding
ENSDARG00000110373	BX571711.5				sncRNA
ENSDARG00000116660	pigrl2.3	ZDB-GENE-150409-2	pigrl2.3	100003983	protein_coding
ENSDARG00000105067	znf1043	ZDB-GENE-080215-14	znf1043	565722	protein_coding
ENSDARG00000012395	mmp13a	ZDB-GENE-031202-2	mmp13a	387293	protein_coding
ENSDARG00000111044	CR450764.8				sncRNA
ENSDARG00000104301	zgc:193726	ZDB-GENE-081022-35	zgc:193726	561161	protein_coding
ENSDARG00000111787	ikbke	ZDB-GENE-040718-251	ikbke	437024	protein_coding
ENSDARG00000115896	tox4a	ZDB-GENE-070912-576	tox4a	559853	protein_coding
ENSDARG00000110018	ugdh	ZDB-GENE-011022-1	ugdh	116991	protein_coding
ENSDARG00000112479	BX072563.1		igsf9ba	567389	protein_coding
ENSDARG00000042732	tmem189	ZDB-GENE-041010-150	tmem189	450031	protein_coding
ENSDARG00000098337	CR381673.1				protein_coding
ENSDARG00000037172	ddrgk1	ZDB-GENE-040426-1050	ddrgk1	393263	protein_coding
ENSDARG00000056677	BX530018.2		LOC553528	553528	protein_coding
ENSDARG00000082611	SNORA23				sncRNA
ENSDARG00000046021	CU914487.1		LOC101883528	101883528	protein_coding
ENSDARG00000111566	BX908777.2				sncRNA
ENSDARG00000113493	ttc38	ZDB-GENE-050522-318	ttc38	553728	protein_coding
ENSDARG00000044406	lurap1	ZDB-GENE-070928-35	lurap1	100126029	protein_coding
ENSDARG00000115699	hbl2	ZDB-GENE-070912-286	hbl1	100007982	protein_coding
ENSDARG00000111749	dre-mir-430a-4		mir430i-3	100033501	sncRNA
ENSDARG00000110994	CU394253.2				protein_coding
ENSDARG00000115825	tle3a	ZDB-GENE-990415-86	tle3a	30206	protein_coding
ENSDARG00000080594	dre-mir-9-3		mir9-3	100033556	sncRNA
ENSDARG00000079348	GRIN2B		LOC110438919	110438919	protein_coding
ENSDARG00000112230	fam20cl	ZDB-GENE-070705-319	fam20cl	100007251	protein_coding
ENSDARG00000110590	zgc:112982	ZDB-GENE-050306-55	zgc:112982	503771	protein_coding
ENSDARG00000078448	gpr137ba	ZDB-GENE-100721-1	gpr137ba	100001171	protein_coding
ENSDARG00000082454	dre-mir-27a		mir27a	100033599	sncRNA
ENSDARG00000082930	BX649502.1				sncRNA
ENSDARG00000111383	BX088713.3				sncRNA
ENSDARG00000069941	tdp2a	ZDB-GENE-110218-1	LOC101887157	101887157	protein_coding
ENSDARG00000105093	DNAI3		wdr63	100333131	protein_coding
ENSDARG00000081453	mir100-2	ZDB-MIRNAG-090929-109	mir100-2	100033622	sncRNA
ENSDARG00000112818	rps13	ZDB-GENE-040625-52	rps13	415169	protein_coding
ENSDARG00000032705	foxg1b	ZDB-GENE-040426-2437	foxg1b	405850	protein_coding
ENSDARG00000098332	zgc:112970	ZDB-GENE-050327-83	zgc:112970	541543	protein_coding
ENSDARG00000112126	znf995	ZDB-GENE-080215-13	LOC103910762	103910762	protein_coding
ENSDARG00000101059	dhx36	ZDB-GENE-050419-20	dhx36	569072	protein_coding
ENSDARG00000116444	tm7sf2	ZDB-GENE-041212-19	tm7sf2	494054	protein_coding
ENSDARG00000116246	ccs	ZDB-GENE-050417-322	LOC110439923	110439923	protein_coding
ENSDARG00000104408	zgc:152774	ZDB-GENE-060929-544	zgc:152774	553526	protein_coding
ENSDARG00000116025	lamb1b	ZDB-GENE-041210-197	lamb1b	556605	protein_coding
ENSDARG00000109979	si:ch211-154a22.8	ZDB-GENE-070705-50	si:ch211-154a22.8	566692	protein_coding
ENSDARG00000115755	BX247888.2				protein_coding
ENSDARG00000112635	gbp4	ZDB-GENE-060531-46	gbp4	559296	protein_coding
ENSDARG00000101735	chn1	ZDB-GENE-040426-1934	chn1	406273	protein_coding
ENSDARG00000102823	CR759887.3		LOC101884131	101884131	protein_coding
ENSDARG00000035808	clcn4	ZDB-GENE-061013-353	clcn4	768175	protein_coding
ENSDARG00000113716	AL929502.2		cd4-2.2	100334281	protein_coding
ENSDARG00000020982	prickle2a	ZDB-GENE-061110-112	prickle2a	777736	protein_coding
ENSDARG00000112438	cpped1	ZDB-GENE-041114-118	cpped1	492772	protein_coding
ENSDARG00000115443	BX928743.7				sncRNA
ENSDARG00000114997	zgc:174888	ZDB-GENE-030328-33	zgc:174888	558116	protein_coding
ENSDARG00000105739	LO018260.2		LOC101883187	101883187	protein_coding
ENSDARG00000113069	zgc:91976	ZDB-GENE-041114-201	zgc:91976	492359	protein_coding
ENSDARG00000074645	CABZ01032476.1		tut7	562358	protein_coding
ENSDARG00000113054	faub	ZDB-GENE-050417-416	faub	550564	protein_coding
ENSDARG00000110648	CABZ01060936.1		LOC100330990	100330990	protein_coding
ENSDARG00000100745	AL929469.1				sncRNA
ENSDARG00000114404	pafah1b2	ZDB-GENE-060526-43	pafah1b2	567170	protein_coding
ENSDARG00000112592	casp23	ZDB-GENE-071004-27	casp23	563034	protein_coding
ENSDARG00000055476	CR352329.1		LOC100006839	100006839	protein_coding
ENSDARG00000115525	AL929520.3				protein_coding
ENSDARG00000081802	SNORD12C				sncRNA
ENSDARG00000104344	ccdc127a	ZDB-GENE-060825-61	ccdc127a	751722	protein_coding
ENSDARG00000110045	BX663614.2		ca16b	569183	protein_coding
ENSDARG00000112357	esr1	ZDB-GENE-020806-5	esr1	259252	protein_coding
ENSDARG00000115076	rnaseh2b	ZDB-GENE-040426-1090	rnaseh2b	393241	protein_coding
ENSDARG00000055043	depdc7a	ZDB-GENE-060512-176	depdc7a	692297	protein_coding
ENSDARG00000114868	mtnr1aa	ZDB-GENE-990415-155	mtnr1aa	30667	protein_coding
ENSDARG00000081568	CR352220.1				sncRNA
ENSDARG00000100660	si:ch73-252i11.1	ZDB-GENE-141210-7	si:ch73-252i11.1	553517	protein_coding
ENSDARG00000111338	peli3	ZDB-GENE-110304-4	peli3	100331601	protein_coding
ENSDARG00000113023	or106-1	ZDB-GENE-070804-2	or106-1	100861460	protein_coding
ENSDARG00000114202	BX323816.1		arhgef25b	569561	protein_coding
ENSDARG00000099002	creb5a	ZDB-GENE-120827-2	creb5a	101886947	protein_coding
ENSDARG00000114621	lztr1	ZDB-GENE-030131-9564	lztr1	792832	protein_coding
ENSDARG00000110305	CR356234.1		mast3a	100534685	protein_coding
ENSDARG00000111802	sft2d2b	ZDB-GENE-050522-336	sft2d2b	553724	protein_coding
ENSDARG00000113859	CABZ01017717.1		LOC100536453	100536453	protein_coding
ENSDARG00000110189	FP074902.3				sncRNA
ENSDARG00000109459	BX005238.1		hspa12a.2	559237	protein_coding
ENSDARG00000114064	h6pd	ZDB-GENE-110408-60	h6pd	569348	protein_coding
ENSDARG00000112216	cpt2	ZDB-GENE-030131-6719	cpt2	100005717	protein_coding
ENSDARG00000019917	epb41l3b	ZDB-GENE-021106-1	epb41l3b	407981	protein_coding
ENSDARG00000099744	gap43	ZDB-GENE-990415-87	gap43	30608	protein_coding
ENSDARG00000116739	fzd9b	ZDB-GENE-000906-4	fzd9b	58023	protein_coding
ENSDARG00000114807	CU367852.12				sncRNA
ENSDARG00000087901	CU896691.1				protein_coding
ENSDARG00000110417	camkk1a	ZDB-GENE-050327-62	camkk1a	541526	protein_coding
ENSDARG00000109299	zgc:153901	ZDB-GENE-060929-820	zgc:153901	767707	protein_coding
ENSDARG00000101676	KLHL28		klhl28	100333404	protein_coding
ENSDARG00000114688	CU367852.11				sncRNA
ENSDARG00000116433	LO017877.2				protein_coding
ENSDARG00000113128	BX682556.4				protein_coding
ENSDARG00000104163	si:cabz01071912.2	ZDB-GENE-161017-141			protein_coding
ENSDARG00000111816	BX663521.5				sncRNA
ENSDARG00000101237	AL929028.6				sncRNA
ENSDARG00000079364	CR377211.1		LOC103910036	103910036	protein_coding
ENSDARG00000111364	optn	ZDB-GENE-030131-8103	optn	336159	protein_coding
ENSDARG00000114722	taar12e	ZDB-GENE-041014-51	taar12e	100034600	protein_coding
ENSDARG00000111726	BX571711.8				sncRNA
ENSDARG00000090869	FO904898.4		LOC100333939	100333939	protein_coding
ENSDARG00000004109	zgc:162154	ZDB-GENE-070424-57			protein_coding
ENSDARG00000116049	si:ch211-127i16.2	ZDB-GENE-091204-54	si:ch211-127i16.2	558050	protein_coding
ENSDARG00000086634	BX469912.1				sncRNA
ENSDARG00000069472	chsy3	ZDB-GENE-030616-4	chsy3	368477	protein_coding
ENSDARG00000083126	MIR96				sncRNA
ENSDARG00000003934	nxnl2	ZDB-GENE-041212-55	nxnl2	494087	protein_coding
ENSDARG00000101714	BX908777.1				sncRNA
ENSDARG00000115591	lmf2b	ZDB-GENE-070206-11	lmf2b	407708	protein_coding
ENSDARG00000111981	morf4l1	ZDB-GENE-040718-348	morf4l1	436877	protein_coding
ENSDARG00000116471	BX276101.2				protein_coding
ENSDARG00000105746	LO018124.1		si:cabz01083838.1	101883056	protein_coding
ENSDARG00000081163	dre-mir-153c		mir153c	100033678	sncRNA
ENSDARG00000063646	lnpa	ZDB-GENE-030131-4960			protein_coding
ENSDARG00000114904	BX927193.9				sncRNA
ENSDARG00000111437	tpd52	ZDB-GENE-060503-680	tpd52	559992	protein_coding
ENSDARG00000082942	dre-let-7f		mirlet7f	100033545	sncRNA
ENSDARG00000111330	CR388206.8				sncRNA
ENSDARG00000103044	ASS1				protein_coding
ENSDARG00000110699	nitr9	ZDB-GENE-041001-6	nitr9	449533	protein_coding
ENSDARG00000110911	b3glctb	ZDB-GENE-091204-128	b3glctb	564156	protein_coding
ENSDARG00000098065	dre-mir-365-1		mir365-1	100033718	sncRNA
ENSDARG00000111904	smarcad1a	ZDB-GENE-050522-499			protein_coding
ENSDARG00000083213	dre-mir-16a		mir16a	100033567	sncRNA
ENSDARG00000098203	APCDD1				protein_coding
ENSDARG00000109375	CT573256.2				sncRNA
ENSDARG00000116340	BX510922.4				protein_coding
ENSDARG00000043627	tbc1d9	ZDB-GENE-060810-33	tbc1d9b	100332046	protein_coding
ENSDARG00000098956	CABZ01071845.1				sncRNA
ENSDARG00000116416	zgc:174863	ZDB-GENE-080204-87	zgc:174863	100136852	protein_coding
ENSDARG00000080508	dre-mir-125c		mir125c	100033639	sncRNA
ENSDARG00000114693	BX465195.7				sncRNA
ENSDARG00000083272	dre-mir-217		mir217-1	100033776	sncRNA
ENSDARG00000010145	tor4aa	ZDB-GENE-050417-9	LOC101886311	101886311	protein_coding
ENSDARG00000113647	AL929029.13				sncRNA
ENSDARG00000112531	dhrs11a	ZDB-GENE-060929-324	dhrs11a	791578	protein_coding
ENSDARG00000082493	BX323559.1				sncRNA
ENSDARG00000110710	CU210890.1				protein_coding
ENSDARG00000100702	zgc:174680	ZDB-GENE-080204-24	zgc:174680	100136843	protein_coding
ENSDARG00000081270	rn7sk	ZDB-NCRNAG-190123-3	rn7sk	100272168	sncRNA
ENSDARG00000116249	mob1a	ZDB-GENE-030131-6506	mob1a	100005014	protein_coding
ENSDARG00000112416	cald1a	ZDB-GENE-030131-1629	cald1a	322909	protein_coding
ENSDARG00000110247	CR391997.2				sncRNA
ENSDARG00000116575	CR352265.3				protein_coding
ENSDARG00000112263	chrne	ZDB-GENE-040808-32	chrne	445315	protein_coding
ENSDARG00000102645	usp47	ZDB-GENE-070719-7	usp47	100101645	protein_coding
ENSDARG00000109517	BX324177.8				sncRNA
ENSDARG00000052344	tbl3	ZDB-GENE-041114-104	tbl3	492761	protein_coding
ENSDARG00000115148	tp53	ZDB-GENE-990415-270	tp53	30590	protein_coding
ENSDARG00000115548	BX663502.1				protein_coding
ENSDARG00000113423	fbxo18	ZDB-GENE-041210-99	fbxo18	567995	protein_coding
ENSDARG00000114837	BX469912.14				sncRNA
