Gene stable ID	Gene Name	NCBI gene (formerly Entrezgene) ID	Type
WBGene00165610	21ur-6080	13207624	sncRNA
WBGene00165611	21ur-15473	13202505	sncRNA
WBGene00165612	21ur-8613	13208765	sncRNA
WBGene00165613	21ur-14173	13211739	sncRNA
WBGene00165614	21ur-12704	13207198	sncRNA
WBGene00165615	21ur-14142	13210203	sncRNA
WBGene00165616	21ur-12046	13210011	sncRNA
WBGene00165617	21ur-10701	13200566	sncRNA
WBGene00165618	21ur-8639	13196674	sncRNA
WBGene00165619	21ur-11569	13210167	sncRNA
WBGene00165620	21ur-12244	13195556	sncRNA
WBGene00165621	21ur-11224	13207379	sncRNA
WBGene00165622	21ur-14192	13210324	sncRNA
WBGene00165623	21ur-9632	13200146	sncRNA
WBGene00165624	21ur-8591	13193100	sncRNA
WBGene00165625	21ur-15303	13202939	sncRNA
WBGene00165626	21ur-13402	13202149	sncRNA
WBGene00165627	21ur-13519	13181396	sncRNA
WBGene00165628	21ur-15568	13208070	sncRNA
WBGene00165629	21ur-9871	13204838	sncRNA
WBGene00165630	21ur-6417	13206891	sncRNA
WBGene00165631	21ur-8869	13194706	sncRNA
WBGene00165632	21ur-8032	13196009	sncRNA
WBGene00165633	21ur-13615	13193054	sncRNA
WBGene00165634	21ur-10989	13193225	sncRNA
WBGene00165635	21ur-10626	13206194	sncRNA
WBGene00165636	21ur-9004	13197432	sncRNA
WBGene00165637	21ur-8223	13208422	sncRNA
WBGene00165638	21ur-7697	13201435	sncRNA
WBGene00165639	21ur-13826	13193890	sncRNA
WBGene00165640	21ur-6474	13199148	sncRNA
WBGene00165641	21ur-15014	13193418	sncRNA
WBGene00165642	21ur-11037	13196508	sncRNA
WBGene00165643	21ur-8347	13204705	sncRNA
WBGene00165644	21ur-10081	13210501	sncRNA
WBGene00165645	21ur-13712	13202117	sncRNA
WBGene00165646	21ur-9702	13202248	sncRNA
WBGene00165647	21ur-14517	13197001	sncRNA
WBGene00165648	21ur-8020	13206915	sncRNA
WBGene00165649	21ur-13576	13196329	sncRNA
WBGene00165650	21ur-8840	13196653	sncRNA
WBGene00165651	21ur-5733	13199371	sncRNA
WBGene00165652	21ur-6899	13209864	sncRNA
WBGene00165653	21ur-10687	13187676	sncRNA
WBGene00165654	21ur-8764	13194853	sncRNA
WBGene00165655	21ur-7998	13193274	sncRNA
WBGene00165656	21ur-7618	13207273	sncRNA
WBGene00165657	21ur-11175	13207327	sncRNA
WBGene00165658	21ur-14840	13200517	sncRNA
WBGene00165659	21ur-9270	13206229	sncRNA
WBGene00165660	21ur-11316	13200501	sncRNA
WBGene00165661	21ur-13474	13203551	sncRNA
WBGene00165662	21ur-12661	13202063	sncRNA
WBGene00165663	21ur-11014	13211242	sncRNA
WBGene00165664	21ur-8570	13202058	sncRNA
WBGene00165665	21ur-13707	13201479	sncRNA
WBGene00165666	21ur-6281	13206539	sncRNA
WBGene00165667	21ur-13454	13202164	sncRNA
WBGene00165668	21ur-13136	13204706	sncRNA
WBGene00165669	21ur-9132	13200575	sncRNA
WBGene00165670	21ur-9182	13209122	sncRNA
WBGene00165671	21ur-14520	13216930	sncRNA
WBGene00165672	21ur-9679	13207309	sncRNA
WBGene00165673	21ur-13900	13193784	sncRNA
WBGene00165674	21ur-13868	13201260	sncRNA
WBGene00165675	21ur-15199	13193177	sncRNA
WBGene00165676	21ur-13266	13199028	sncRNA
WBGene00165677	21ur-11291	13202543	sncRNA
WBGene00165678	21ur-14266	13199443	sncRNA
WBGene00165679	21ur-9408	13194808	sncRNA
WBGene00165680	21ur-10782	13200833	sncRNA
WBGene00165681	21ur-8914	13194941	sncRNA
WBGene00165682	21ur-11901	13202198	sncRNA
WBGene00165683	21ur-6056	13199508	sncRNA
WBGene00165684	21ur-14676	13209616	sncRNA
WBGene00165685	21ur-9479	13204056	sncRNA
WBGene00165686	21ur-6156	13199132	sncRNA
WBGene00165687	21ur-13121	13190732	sncRNA
WBGene00165688	21ur-12964	13210055	sncRNA
WBGene00165689	21ur-10868	13205651	sncRNA
WBGene00165690	21ur-8056	13207788	sncRNA
WBGene00165691	21ur-15466	13201482	sncRNA
WBGene00165692	21ur-12894	13206896	sncRNA
WBGene00165693	21ur-12524	13192616	sncRNA
WBGene00165694	21ur-12392	13204647	sncRNA
WBGene00165695	21ur-6980	13202469	sncRNA
WBGene00165696	21ur-6301	13199020	sncRNA
WBGene00165697	21ur-13643	13202546	sncRNA
WBGene00165698	21ur-9721	13206293	sncRNA
WBGene00165699	21ur-13495	13195902	sncRNA
WBGene00165700	21ur-10275	13210765	sncRNA
WBGene00165701	21ur-8755	13200294	sncRNA
WBGene00165702	21ur-14869	13209053	sncRNA
WBGene00165703	21ur-10561	13199843	sncRNA
WBGene00165704	21ur-9652	13196058	sncRNA
WBGene00165705	21ur-7351	13195537	sncRNA
WBGene00165706	21ur-8695	13203875	sncRNA
WBGene00165707	21ur-8066	13195505	sncRNA
WBGene00165708	21ur-15056	13202943	sncRNA
WBGene00165709	21ur-10789	13204757	sncRNA
WBGene00165710	21ur-10931	13194594	sncRNA
WBGene00165711	21ur-10009	13193841	sncRNA
WBGene00165712	21ur-14103	13211012	sncRNA
WBGene00165713	21ur-6026	13206952	sncRNA
WBGene00165714	21ur-15364	13202046	sncRNA
WBGene00165715	21ur-10813	13195858	sncRNA
WBGene00165716	21ur-8309	13195593	sncRNA
WBGene00165717	21ur-14486	13215249	sncRNA
WBGene00165718	21ur-9329	13208870	sncRNA
WBGene00165719	21ur-6241	13193058	sncRNA
WBGene00165720	21ur-8932	13208725	sncRNA
WBGene00165721	21ur-7126	13204171	sncRNA
WBGene00165722	21ur-7439	13198610	sncRNA
WBGene00165723	21ur-11736	13206996	sncRNA
WBGene00165724	21ur-9394	13201423	sncRNA
WBGene00165725	21ur-13062	13219158	sncRNA
WBGene00165726	21ur-8027	13194527	sncRNA
WBGene00165727	21ur-7572	13195454	sncRNA
WBGene00165728	21ur-5581	13199713	sncRNA
WBGene00165729	21ur-9490	13208548	sncRNA
WBGene00165730	21ur-8787	13193064	sncRNA
WBGene00165731	21ur-14253	13196324	sncRNA
WBGene00165732	21ur-11759	13193838	sncRNA
WBGene00165733	21ur-9436	13206737	sncRNA
WBGene00165734	21ur-9336	13193512	sncRNA
WBGene00165735	21ur-6285	13202452	sncRNA
WBGene00165736	21ur-12182	13196429	sncRNA
WBGene00165737	21ur-12421	13207585	sncRNA
WBGene00165738	21ur-7199	13195661	sncRNA
WBGene00165739	21ur-5915	13206176	sncRNA
WBGene00165740	21ur-15294	13217564	sncRNA
WBGene00165741	21ur-14328	13193324	sncRNA
WBGene00165742	21ur-9764	13210229	sncRNA
WBGene00165743	21ur-6102	13193952	sncRNA
WBGene00165744	21ur-11349	13203395	sncRNA
WBGene00165745	21ur-6650	13210935	sncRNA
WBGene00165746	21ur-14283	13202514	sncRNA
WBGene00165747	21ur-11774	13195906	sncRNA
WBGene00165748	21ur-10380	13200931	sncRNA
WBGene00165749	21ur-8569	13199147	sncRNA
WBGene00165750	21ur-15543	13203533	sncRNA
WBGene00165751	21ur-6031	13209304	sncRNA
WBGene00165752	21ur-11026	13195158	sncRNA
WBGene00165753	21ur-10523	13206714	sncRNA
WBGene00165754	21ur-10844	13207901	sncRNA
WBGene00165755	21ur-8688	13197843	sncRNA
WBGene00165756	21ur-15514	13216383	sncRNA
WBGene00165757	21ur-11592	13209605	sncRNA
WBGene00165758	21ur-12025	13199744	sncRNA
WBGene00165759	21ur-6341	13194760	sncRNA
WBGene00165760	21ur-14077	13195590	sncRNA
WBGene00165761	21ur-14722	13204325	sncRNA
WBGene00165762	21ur-12642	13193554	sncRNA
WBGene00165763	21ur-9105	13193299	sncRNA
WBGene00165764	21ur-7799	13199613	sncRNA
WBGene00165765	21ur-9298	13199461	sncRNA
WBGene00165766	21ur-13408	13199570	sncRNA
WBGene00165767	21ur-6352	13200355	sncRNA
WBGene00165768	21ur-7173	13199733	sncRNA
WBGene00165769	21ur-7311	13202180	sncRNA
WBGene00165770	21ur-9033	13208662	sncRNA
WBGene00165771	21ur-11255	13200019	sncRNA
WBGene00165772	21ur-8243	13210547	sncRNA
WBGene00165773	21ur-8942	13204522	sncRNA
WBGene00165774	21ur-6640	13208012	sncRNA
WBGene00165775	21ur-6111	13205405	sncRNA
WBGene00165776	21ur-11536	13197515	sncRNA
WBGene00165777	21ur-9240	13201231	sncRNA
WBGene00165778	21ur-12702	13203786	sncRNA
WBGene00165779	21ur-8768	13209137	sncRNA
WBGene00165780	21ur-9976	13196124	sncRNA
WBGene00165781	21ur-10825	13207359	sncRNA
WBGene00165782	21ur-12242	13196129	sncRNA
WBGene00165783	21ur-12037	13203357	sncRNA
WBGene00165784	21ur-7700	13199399	sncRNA
WBGene00165785	21ur-14711	13207187	sncRNA
WBGene00165786	21ur-9906	13207300	sncRNA
WBGene00165787	21ur-11244	13194388	sncRNA
WBGene00165788	21ur-9411	13199582	sncRNA
WBGene00165789	21ur-13128	13194915	sncRNA
WBGene00165790	21ur-7329	13205168	sncRNA
WBGene00165791	21ur-13369	13213513	sncRNA
WBGene00165792	21ur-15184	13193200	sncRNA
WBGene00165793	21ur-11285	13204719	sncRNA
WBGene00165794	21ur-9460	13200310	sncRNA
WBGene00165795	21ur-5546	13206303	sncRNA
WBGene00165796	21ur-9301	13209607	sncRNA
WBGene00165797	21ur-11260	13211040	sncRNA
WBGene00165798	21ur-8560	13194558	sncRNA
WBGene00165799	21ur-7584	13193310	sncRNA
WBGene00165800	21ur-5787	13205205	sncRNA
WBGene00165801	21ur-8076	13206736	sncRNA
WBGene00165802	21ur-9919	13203862	sncRNA
WBGene00165803	21ur-9264	13203414	sncRNA
WBGene00165804	21ur-10000	13210880	sncRNA
WBGene00165805	21ur-9066	13210892	sncRNA
WBGene00165806	21ur-10287	13207280	sncRNA
WBGene00165807	21ur-10322	13205839	sncRNA
WBGene00165808	21ur-10264	13202396	sncRNA
WBGene00165809	21ur-6122	13193900	sncRNA
WBGene00165810	21ur-11805	13205198	sncRNA
WBGene00165811	21ur-10011	13196309	sncRNA
WBGene00165812	21ur-14911	13193224	sncRNA
WBGene00165813	21ur-11121	13194442	sncRNA
WBGene00165814	21ur-8602	13186413	sncRNA
WBGene00165815	21ur-8867	13205325	sncRNA
WBGene00165816	21ur-14228	13194182	sncRNA
WBGene00165817	21ur-15643	13195785	sncRNA
WBGene00165818	21ur-11542	13195279	sncRNA
WBGene00165819	21ur-10101	13201901	sncRNA
WBGene00165820	21ur-15595	13204484	sncRNA
WBGene00165821	21ur-9537	13203602	sncRNA
WBGene00165822	21ur-12023	13204506	sncRNA
WBGene00165823	21ur-8890	13199448	sncRNA
WBGene00165824	21ur-11279	13210817	sncRNA
WBGene00165825	21ur-7013	13209413	sncRNA
WBGene00165826	21ur-15384	13213175	sncRNA
WBGene00165827	21ur-11441	13208844	sncRNA
WBGene00165828	21ur-7579	13200001	sncRNA
WBGene00165829	21ur-6728	13205151	sncRNA
WBGene00165830	21ur-10649	13200800	sncRNA
WBGene00165831	21ur-6825	13200017	sncRNA
WBGene00165832	21ur-7591	13201206	sncRNA
WBGene00165833	21ur-6359	13210087	sncRNA
WBGene00165834	21ur-10612	13194400	sncRNA
WBGene00165835	21ur-8004	13206706	sncRNA
WBGene00165836	21ur-13253	13198718	sncRNA
WBGene00165837	21ur-10903	13200816	sncRNA
WBGene00165838	21ur-5865	13199052	sncRNA
WBGene00165839	21ur-13273	13201065	sncRNA
WBGene00165840	21ur-13967	13204953	sncRNA
WBGene00165841	21ur-13661	13211240	sncRNA
WBGene00165842	21ur-5470	13200802	sncRNA
WBGene00165843	21ur-6989	13201649	sncRNA
WBGene00165844	21ur-12290	13197868	sncRNA
WBGene00165845	21ur-10627	13202032	sncRNA
WBGene00165846	21ur-8956	13206869	sncRNA
WBGene00165847	21ur-13057	13209239	sncRNA
WBGene00165848	21ur-6647	13194395	sncRNA
WBGene00165849	21ur-13593	13203959	sncRNA
WBGene00165850	21ur-6176	13206935	sncRNA
WBGene00165851	21ur-11505	13194000	sncRNA
WBGene00165852	21ur-14669	13201259	sncRNA
WBGene00165853	21ur-10409	13195244	sncRNA
WBGene00165854	21ur-9143	13212538	sncRNA
WBGene00165855	21ur-9235	13201616	sncRNA
WBGene00165856	21ur-13580	13193304	sncRNA
WBGene00165857	21ur-13633	13209707	sncRNA
WBGene00165858	21ur-6901	13199455	sncRNA
WBGene00165859	21ur-15371	13209823	sncRNA
WBGene00165860	21ur-11306	13207427	sncRNA
WBGene00165861	21ur-15209	13188359	sncRNA
WBGene00165862	21ur-14044	13208861	sncRNA
WBGene00165863	21ur-8232	13204546	sncRNA
WBGene00165864	21ur-6293	13194897	sncRNA
WBGene00165865	21ur-15045	13209007	sncRNA
WBGene00165866	21ur-5965	13208712	sncRNA
WBGene00165867	21ur-14883	13200415	sncRNA
WBGene00165868	21ur-13682	13209687	sncRNA
WBGene00165869	21ur-7974	13210181	sncRNA
WBGene00165870	21ur-13986	13200648	sncRNA
WBGene00165871	21ur-7158	13196125	sncRNA
WBGene00165872	21ur-6624	13193442	sncRNA
WBGene00165873	21ur-12787	13219159	sncRNA
WBGene00165874	21ur-14597	13205293	sncRNA
WBGene00165875	21ur-10195	13199617	sncRNA
WBGene00165876	21ur-8619	13208512	sncRNA
WBGene00165877	21ur-8579	13209768	sncRNA
WBGene00165878	21ur-7833	13200135	sncRNA
WBGene00165879	21ur-5795	13200534	sncRNA
WBGene00165880	21ur-9356	13205743	sncRNA
WBGene00165881	21ur-15068	13197189	sncRNA
WBGene00165882	21ur-12563	13201526	sncRNA
WBGene00165883	21ur-15210	13205761	sncRNA
WBGene00165884	21ur-11498	13204923	sncRNA
WBGene00165885	21ur-11795	13193703	sncRNA
WBGene00165886	21ur-12282	13209887	sncRNA
WBGene00165887	21ur-11045	13199738	sncRNA
WBGene00165888	21ur-14447	13208550	sncRNA
WBGene00165889	21ur-10710	13201297	sncRNA
WBGene00165890	21ur-9769	13203177	sncRNA
WBGene00165891	21ur-7722	13194545	sncRNA
WBGene00165892	21ur-11718	13195676	sncRNA
WBGene00165893	21ur-11466	13195938	sncRNA
WBGene00165894	21ur-6001	13208545	sncRNA
WBGene00165895	21ur-11896	13202163	sncRNA
WBGene00165896	21ur-10329	13199850	sncRNA
WBGene00165897	21ur-9691	13210707	sncRNA
WBGene00165898	21ur-9594	13204141	sncRNA
WBGene00165899	21ur-14903	13192711	sncRNA
WBGene00165900	21ur-10219	13195419	sncRNA
WBGene00165901	21ur-12431	13219828	sncRNA
WBGene00165902	21ur-12213	13196013	sncRNA
WBGene00165903	21ur-6442	13202553	sncRNA
WBGene00165904	21ur-15217	13204535	sncRNA
WBGene00165905	21ur-11877	13196113	sncRNA
WBGene00165906	21ur-14092	13204539	sncRNA
WBGene00165907	21ur-14894	13201984	sncRNA
WBGene00165908	21ur-6078	13194352	sncRNA
WBGene00165909	21ur-6636	13204205	sncRNA
WBGene00165910	21ur-9540	13207498	sncRNA
WBGene00165911	21ur-11021	13208789	sncRNA
WBGene00165912	21ur-10975	13209075	sncRNA
WBGene00165913	21ur-8170	13193194	sncRNA
WBGene00165914	21ur-12608	13195812	sncRNA
WBGene00165915	21ur-6383	13209985	sncRNA
WBGene00165916	21ur-9201	13193344	sncRNA
WBGene00165917	21ur-6217	13203344	sncRNA
WBGene00165918	21ur-12740	13194363	sncRNA
WBGene00165919	21ur-10838	13206224	sncRNA
WBGene00165920	21ur-5957	13202003	sncRNA
WBGene00165921	21ur-5502	13201972	sncRNA
WBGene00165922	21ur-5934	13203485	sncRNA
WBGene00165923	21ur-8641	13205177	sncRNA
WBGene00165924	21ur-14585	13185436	sncRNA
WBGene00165925	21ur-7880	13194996	sncRNA
WBGene00165926	21ur-7434	13194636	sncRNA
WBGene00165927	21ur-13892	13208571	sncRNA
WBGene00165928	21ur-11873	13199938	sncRNA
WBGene00165929	21ur-8580	13201388	sncRNA
WBGene00165930	21ur-14452	13208222	sncRNA
WBGene00165931	21ur-8750	13193377	sncRNA
WBGene00165932	21ur-7784	13196276	sncRNA
WBGene00165933	21ur-15136	13223983	sncRNA
WBGene00165934	21ur-12351	13209483	sncRNA
WBGene00165935	21ur-10129	13206829	sncRNA
WBGene00165936	21ur-15003	13195214	sncRNA
WBGene00165937	21ur-14828	13197278	sncRNA
WBGene00165938	21ur-11660	13200824	sncRNA
WBGene00165939	21ur-11266	13202622	sncRNA
WBGene00165940	21ur-6638	13201141	sncRNA
WBGene00165941	21ur-11204	13206006	sncRNA
WBGene00165942	21ur-8865	13202302	sncRNA
WBGene00165943	21ur-8831	13206102	sncRNA
WBGene00165944	21ur-10926	13205313	sncRNA
WBGene00165945	21ur-13375	13204330	sncRNA
WBGene00165946	21ur-8376	13205559	sncRNA
WBGene00165947	21ur-6659	13202620	sncRNA
WBGene00165948	21ur-11267	13193074	sncRNA
WBGene00165949	21ur-11069	13216051	sncRNA
WBGene00165950	21ur-6098	13207669	sncRNA
WBGene00165951	21ur-14671	13196082	sncRNA
WBGene00165952	21ur-11005	13209346	sncRNA
WBGene00165953	21ur-11700	13202909	sncRNA
WBGene00165954	21ur-12675	13196021	sncRNA
WBGene00165955	21ur-11407	13211198	sncRNA
WBGene00165956	21ur-5598	13203070	sncRNA
WBGene00165957	21ur-12152	13210198	sncRNA
WBGene00165958	21ur-5554	13199405	sncRNA
WBGene00165959	21ur-6041	13207894	sncRNA
WBGene00165960	21ur-15648	13202156	sncRNA
WBGene00165961	21ur-14182	13210261	sncRNA
WBGene00165962	21ur-13422	13207295	sncRNA
WBGene00165963	21ur-10955	13205476	sncRNA
WBGene00165964	21ur-10048	13195814	sncRNA
WBGene00165965	21ur-14842	13211260	sncRNA
WBGene00165966	21ur-13003	13195355	sncRNA
WBGene00165967	21ur-7364	13209158	sncRNA
WBGene00165968	21ur-11754	13208622	sncRNA
WBGene00165969	21ur-7646	13194416	sncRNA
WBGene00165970	21ur-12853	13198564	sncRNA
WBGene00165971	21ur-6366	13205000	sncRNA
WBGene00165972	21ur-13942	13209504	sncRNA
WBGene00165973	21ur-12387	13200178	sncRNA
WBGene00165974	21ur-8690	13200115	sncRNA
WBGene00165975	21ur-15117	13209042	sncRNA
WBGene00165976	21ur-9519	13194688	sncRNA
WBGene00165977	21ur-14240	13206413	sncRNA
WBGene00165978	21ur-9095	13208967	sncRNA
WBGene00165979	21ur-11632	13201997	sncRNA
WBGene00165980	21ur-7130	13205804	sncRNA
WBGene00165981	21ur-5942	13207197	sncRNA
WBGene00165982	21ur-10113	13197437	sncRNA
WBGene00165983	21ur-8589	13193936	sncRNA
WBGene00165984	21ur-5819	13210081	sncRNA
WBGene00165985	21ur-11030	13210575	sncRNA
WBGene00165986	21ur-9778	13204030	sncRNA
WBGene00165987	21ur-7003	13195184	sncRNA
WBGene00165988	21ur-15494	13217456	sncRNA
WBGene00165989	21ur-12621	13206675	sncRNA
WBGene00165990	21ur-7936	13199412	sncRNA
WBGene00165991	21ur-11634	13189751	sncRNA
WBGene00165992	21ur-9129	13207610	sncRNA
WBGene00165993	21ur-10402	13198815	sncRNA
WBGene00165994	21ur-13429	13206251	sncRNA
WBGene00165995	21ur-10972	13209195	sncRNA
WBGene00165996	21ur-14022	13198961	sncRNA
WBGene00165997	21ur-12785	13206314	sncRNA
WBGene00165998	21ur-9759	13209903	sncRNA
WBGene00165999	21ur-13107	13196573	sncRNA
WBGene00166000	21ur-12766	13203469	sncRNA
WBGene00166001	21ur-14414	13195463	sncRNA
WBGene00166002	21ur-10600	13200774	sncRNA
WBGene00166003	21ur-5839	13195346	sncRNA
WBGene00166004	21ur-10803	13207268	sncRNA
WBGene00166005	21ur-10489	13200593	sncRNA
WBGene00166006	21ur-9344	13193709	sncRNA
WBGene00166007	21ur-7498	13210538	sncRNA
WBGene00166008	21ur-5469	13195692	sncRNA
WBGene00166009	21ur-12742	13206195	sncRNA
WBGene00166010	21ur-11707	13193666	sncRNA
WBGene00166011	21ur-14758	13211207	sncRNA
WBGene00166012	21ur-8153	13197280	sncRNA
WBGene00166013	21ur-12833	13200160	sncRNA
WBGene00166014	21ur-6577	13206247	sncRNA
WBGene00166015	21ur-6888	13206330	sncRNA
WBGene00166016	21ur-14657	13199309	sncRNA
WBGene00166017	21ur-9320	13208711	sncRNA
WBGene00166018	21ur-12733	13202588	sncRNA
WBGene00166019	21ur-9912	13207646	sncRNA
WBGene00166020	21ur-6017	13205439	sncRNA
WBGene00166021	21ur-10675	13202934	sncRNA
WBGene00166022	21ur-9087	13206619	sncRNA
WBGene00166023	21ur-5708	13209358	sncRNA
WBGene00166024	21ur-7849	13209784	sncRNA
WBGene00166025	21ur-9306	13195612	sncRNA
WBGene00166026	21ur-8769	13208814	sncRNA
WBGene00166027	21ur-13995	13194203	sncRNA
WBGene00166028	21ur-12998	353494	sncRNA
WBGene00166029	21ur-9860	13198964	sncRNA
WBGene00166030	21ur-9693	13202873	sncRNA
WBGene00166031	21ur-12363	13206528	sncRNA
WBGene00166032	21ur-8487	13210719	sncRNA
WBGene00166033	21ur-7822	13195715	sncRNA
WBGene00166034	21ur-7461	13207663	sncRNA
WBGene00166035	21ur-9763	13204196	sncRNA
WBGene00166036	21ur-13502	13204079	sncRNA
WBGene00166037	21ur-15244	13195916	sncRNA
WBGene00166038	21ur-14416	13222184	sncRNA
WBGene00166039	21ur-11216	13207491	sncRNA
WBGene00166040	21ur-10778	13195562	sncRNA
WBGene00166041	21ur-10581	13190080	sncRNA
WBGene00166042	21ur-8498	13206850	sncRNA
WBGene00166043	21ur-13888	13205644	sncRNA
WBGene00166044	21ur-7621	13203952	sncRNA
WBGene00166045	21ur-5670	13206873	sncRNA
WBGene00166046	21ur-12071	13205447	sncRNA
WBGene00166047	21ur-5970	13195939	sncRNA
WBGene00166048	21ur-15444	13199216	sncRNA
WBGene00166049	21ur-5656	13203011	sncRNA
WBGene00166050	21ur-7524	13208578	sncRNA
WBGene00166051	21ur-6086	13195339	sncRNA
WBGene00166052	21ur-12085	13203379	sncRNA
WBGene00166053	21ur-5979	13193480	sncRNA
WBGene00166054	21ur-8136	13208118	sncRNA
WBGene00166055	21ur-10520	13180109	sncRNA
WBGene00166057	21ur-12941	13202865	sncRNA
WBGene00166058	21ur-9514	13201380	sncRNA
WBGene00166059	21ur-13638	13201610	sncRNA
WBGene00166060	21ur-7104	13207918	sncRNA
WBGene00166062	21ur-9524	13200875	sncRNA
WBGene00166063	21ur-9570	13210124	sncRNA
WBGene00166064	21ur-9948	13199996	sncRNA
WBGene00166065	21ur-6613	13198565	sncRNA
WBGene00166066	21ur-8512	13198516	sncRNA
WBGene00166067	21ur-10515	13209432	sncRNA
WBGene00166068	21ur-6256	13198932	sncRNA
WBGene00166069	21ur-6833	13206325	sncRNA
WBGene00166070	21ur-15467	13210113	sncRNA
WBGene00166071	21ur-14498	13203934	sncRNA
WBGene00166072	21ur-10340	13210043	sncRNA
WBGene00166073	21ur-12821	13197375	sncRNA
WBGene00166074	21ur-8452	13206518	sncRNA
WBGene00166075	21ur-7076	13204564	sncRNA
WBGene00166076	21ur-9122	13198993	sncRNA
WBGene00166077	21ur-7035	13203691	sncRNA
WBGene00166078	21ur-12924	13201181	sncRNA
WBGene00166079	21ur-10181	13204702	sncRNA
WBGene00166080	21ur-8949	13207672	sncRNA
WBGene00166081	21ur-7526	13208492	sncRNA
WBGene00166082	21ur-10458	13209096	sncRNA
WBGene00166083	21ur-14019	13200667	sncRNA
WBGene00166084	21ur-8596	13207702	sncRNA
WBGene00166085	21ur-13907	13204788	sncRNA
WBGene00166086	21ur-15096	13207150	sncRNA
WBGene00166087	21ur-14650	13180342	sncRNA
WBGene00166088	21ur-7466	13194077	sncRNA
WBGene00166089	21ur-6168	13202218	sncRNA
WBGene00166090	21ur-12692	13199686	sncRNA
WBGene00166091	21ur-10018	13205336	sncRNA
WBGene00166092	21ur-8016	13195265	sncRNA
WBGene00166093	21ur-6969	13195200	sncRNA
WBGene00166094	21ur-5614	13206017	sncRNA
WBGene00166095	21ur-15318	13204085	sncRNA
WBGene00166096	21ur-13540	13203063	sncRNA
WBGene00166097	21ur-6964	13211124	sncRNA
WBGene00166098	21ur-14556	13208837	sncRNA
WBGene00166099	21ur-9607	13210053	sncRNA
WBGene00166100	21ur-6496	13196178	sncRNA
WBGene00166101	21ur-14162	13196267	sncRNA
WBGene00166102	21ur-11962	13203663	sncRNA
WBGene00166103	21ur-11710	13207653	sncRNA
WBGene00166104	21ur-9239	13199394	sncRNA
WBGene00166105	21ur-15674	13202362	sncRNA
WBGene00166106	21ur-5758	13201784	sncRNA
WBGene00166107	21ur-7763	13203795	sncRNA
WBGene00166108	21ur-11808	13202285	sncRNA
WBGene00166109	21ur-8534	13206984	sncRNA
WBGene00166110	21ur-6312	13204444	sncRNA
WBGene00166111	21ur-13025	13207685	sncRNA
WBGene00166112	21ur-12289	13210713	sncRNA
WBGene00166113	21ur-11599	13205615	sncRNA
WBGene00166114	21ur-14500	13202968	sncRNA
WBGene00166115	21ur-12303	13193614	sncRNA
WBGene00166116	21ur-15694	13204247	sncRNA
WBGene00166117	21ur-12251	13195290	sncRNA
WBGene00166118	21ur-10244	13205906	sncRNA
WBGene00166119	21ur-6895	13200071	sncRNA
WBGene00166120	21ur-10967	13193041	sncRNA
WBGene00166121	21ur-11166	13204405	sncRNA
WBGene00166122	21ur-10130	13195727	sncRNA
WBGene00166123	21ur-7211	13201799	sncRNA
WBGene00166124	21ur-15655	13206101	sncRNA
WBGene00166125	21ur-6593	13200527	sncRNA
WBGene00166126	21ur-7057	13210967	sncRNA
WBGene00166127	21ur-14129	13194381	sncRNA
WBGene00166128	21ur-11969	13203147	sncRNA
WBGene00166129	21ur-9381	13206783	sncRNA
WBGene00166130	21ur-8523	13201923	sncRNA
WBGene00166131	21ur-8446	13199704	sncRNA
WBGene00166132	21ur-7890	13201659	sncRNA
WBGene00166133	21ur-11920	13209956	sncRNA
WBGene00166134	21ur-12657	13195293	sncRNA
WBGene00166135	21ur-9020	13208405	sncRNA
WBGene00166136	21ur-7448	13195641	sncRNA
WBGene00166137	21ur-13723	13200208	sncRNA
WBGene00166138	21ur-15053	13206769	sncRNA
WBGene00166139	21ur-12142	13205842	sncRNA
WBGene00166140	21ur-12574	13202971	sncRNA
WBGene00166141	21ur-13817	13193946	sncRNA
WBGene00166142	21ur-11669	13194174	sncRNA
WBGene00166143	21ur-6827	13205787	sncRNA
WBGene00166144	21ur-10591	13202712	sncRNA
WBGene00166145	21ur-15192	13210798	sncRNA
WBGene00166146	21ur-11434	13193330	sncRNA
WBGene00166147	21ur-10239	13207247	sncRNA
WBGene00166148	21ur-12373	13198458	sncRNA
WBGene00166149	21ur-5668	13208951	sncRNA
WBGene00166150	21ur-7191	13207551	sncRNA
WBGene00166151	21ur-14878	24104355	sncRNA
WBGene00166152	21ur-12445	13200900	sncRNA
WBGene00166153	21ur-7764	13200737	sncRNA
WBGene00166154	21ur-9834	13202803	sncRNA
WBGene00166155	21ur-9803	13209931	sncRNA
WBGene00166156	21ur-5535	13200807	sncRNA
WBGene00166157	21ur-11391	13207591	sncRNA
WBGene00166158	21ur-15070	13220874	sncRNA
WBGene00166159	21ur-6600	13200494	sncRNA
WBGene00166160	21ur-14161	13195128	sncRNA
WBGene00166161	21ur-10145	13194742	sncRNA
WBGene00166162	21ur-5464	13209955	sncRNA
WBGene00166163	21ur-14122	13199699	sncRNA
WBGene00166164	21ur-9021	13195120	sncRNA
WBGene00166165	21ur-5635	13206454	sncRNA
WBGene00166166	21ur-7236	13205792	sncRNA
WBGene00166167	21ur-6161	13200556	sncRNA
WBGene00166168	21ur-6746	13199389	sncRNA
WBGene00166169	21ur-14344	13204630	sncRNA
