Gene stable ID	Gene Name	Xenbase ID	NCBI gene (formerly Entrezgene) accession	NCBI gene (formerly Entrezgene) ID	Type
ENSXETG00000031522	t2r37		t2r37	100335086	protein_coding
ENSXETG00000006884	slc2a6	XB-GENE-5944908	slc2a6	100485956	protein_coding
ENSXETG00000031136	tmem35a	XB-GENE-957194	tmem35a	100038262	protein_coding
ENSXETG00000033686	smco1	XB-GENE-5804163	smco1	100127809	protein_coding
ENSXETG00000043112	hcrt	XB-GENE-996572	hcrt	101731540	protein_coding
ENSXETG00000020055	suz12	XB-GENE-997462	suz12	779745	protein_coding
ENSXETG00000045651	ENSXETG00000045651				protein_coding
ENSXETG00000014204	hif1an	XB-GENE-966944	hif1an	394511	protein_coding
ENSXETG00000042794	tmem203	XB-GENE-6454036	tmem203	496470	protein_coding
ENSXETG00000027422	mrpl27	XB-GENE-993418	mrpl27	549384	protein_coding
ENSXETG00000033555	t2r24		t2r24	100335075	protein_coding
ENSXETG00000000020	mboat1	XB-GENE-994274	mboat1	100495384	protein_coding
ENSXETG00000040151	slc5a1.1	XB-GENE-855699	slc5a1.1	100498135	protein_coding
ENSXETG00000046641	ENSXETG00000046641		LOC100488475	100488475	protein_coding
ENSXETG00000012751	amn	XB-GENE-481898	amn	100485586	protein_coding
ENSXETG00000046767	nlk.2	XB-GENE-1218923	nlk.2	100144684	protein_coding
ENSXETG00000038083	ENSXETG00000038083		LOC101733404	101733404	protein_coding
ENSXETG00000043009	ENSXETG00000043009				protein_coding
ENSXETG00000021932	c18orf21	XB-GENE-995470	c18orf21	100124977	protein_coding
ENSXETG00000025664	hba1	XB-GENE-478141	hba1	394454	protein_coding
ENSXETG00000036439	TEDC1		tedc1	100485326	protein_coding
ENSXETG00000032696	t2r26		t2r26	100335077	protein_coding
ENSXETG00000047010	gpr173	XB-GENE-958790	gpr173	100485291	protein_coding
ENSXETG00000010072	trappc4	XB-GENE-922036	trappc4	779542	protein_coding
ENSXETG00000033204	kcnh4	XB-GENE-1014062	kcnh4	100488431	protein_coding
ENSXETG00000043721	ENSXETG00000043721				protein_coding
ENSXETG00000047521	ENSXETG00000047521		LOC100490432	100490432	protein_coding
ENSXETG00000009650	trmt2b	XB-GENE-992779	trmt2b	100495482	protein_coding
ENSXETG00000033140	clptm1	XB-GENE-949804	clptm1	100491880	protein_coding
ENSXETG00000022677	ube3d	XB-GENE-963103	ube3d	100489753	protein_coding
ENSXETG00000013436	ybx1	XB-GENE-480746	ybx1	549431	protein_coding
ENSXETG00000040125	kif6	XB-GENE-1014042	kif6	100127668	protein_coding
ENSXETG00000048290	ENSXETG00000048290				protein_coding
ENSXETG00000018242	eml1	XB-GENE-949779	eml1	548488	protein_coding
ENSXETG00000044031	MYMK		mymk	116406750	protein_coding
ENSXETG00000013409	chmp6	XB-GENE-973527	chmp6	100125185	protein_coding
ENSXETG00000025663	hba3	XB-GENE-973870	hba3	548658	protein_coding
ENSXETG00000005408	hs6st2	XB-GENE-6039291	hs6st2	100496603	protein_coding
ENSXETG00000048866	ENSXETG00000048866				protein_coding
ENSXETG00000016439	aph1a	XB-GENE-921428	aph1a	548560	protein_coding
ENSXETG00000045077	t2r49		t2r49	100335096	protein_coding
ENSXETG00000047479	gpr22l	XB-GENE-22064764	gpr22l	100488772	protein_coding
ENSXETG00000042934	ENSXETG00000042934				protein_coding
ENSXETG00000020212	cant1	XB-GENE-976387	cant1	394537	protein_coding
ENSXETG00000010319	slx4	XB-GENE-981723	slx4	100379741	protein_coding
ENSXETG00000038646	ca6	XB-GENE-494019	ca6	779937	protein_coding
ENSXETG00000004603	pla2g7	XB-GENE-940049	pla2g7	550021	protein_coding
ENSXETG00000046203	t2r48		t2r48	100335095	protein_coding
ENSXETG00000045200	ENSXETG00000045200				protein_coding
ENSXETG00000040418	ENSXETG00000040418		LOC100493151	100493151	protein_coding
ENSXETG00000006110	ENSXETG00000006110				protein_coding
ENSXETG00000034784	ENSXETG00000034784				protein_coding
ENSXETG00000036204	ENSXETG00000036204		c4h16orf46	100487055	protein_coding
ENSXETG00000010902	mreg	XB-GENE-5735017	mreg	549186	protein_coding
ENSXETG00000041948	ENSXETG00000041948				protein_coding
ENSXETG00000027567	scnn1b	XB-GENE-949109	scnn1b	779891	protein_coding
ENSXETG00000021931	rprd1a	XB-GENE-5808367	rprd1a	100380115	protein_coding
ENSXETG00000005400	gpc4	XB-GENE-976427	gpc4	100126682	protein_coding
ENSXETG00000030921	kirrel1	XB-GENE-483274	kirrel1	100489692	protein_coding
ENSXETG00000002232	cep170b	XB-GENE-5943417	cep170b	780180	protein_coding
ENSXETG00000022866	serpini1	XB-GENE-948443	serpini1	100144746	protein_coding
ENSXETG00000005682	npbwr2	XB-GENE-6049691	npbwr2	100487994	protein_coding
ENSXETG00000044338	t2r21		t2r21	100335072	protein_coding
ENSXETG00000000887	rraga	XB-GENE-5756345	rraga	448744	protein_coding
ENSXETG00000047650	ENSXETG00000047650		LOC116412381	116412381	protein_coding
ENSXETG00000022930	ndor1	XB-GENE-956252	ndor1	100145485	protein_coding
ENSXETG00000045791	ENSXETG00000045791				protein_coding
ENSXETG00000001182	eef1a1	XB-GENE-480094	eef1a1	549446	protein_coding
ENSXETG00000048868	ENSXETG00000048868				protein_coding
ENSXETG00000046256	rab5c	XB-GENE-494292	rab5c	594914	protein_coding
ENSXETG00000003375	fam50a	XB-GENE-970297	fam50a	734115	protein_coding
ENSXETG00000048438	ENSXETG00000048438		LOC116407969	116407969	protein_coding
ENSXETG00000003374	col1a1	XB-GENE-6258379	col1a1	496414	protein_coding
ENSXETG00000046823	rpl7l1	XB-GENE-5911163	rpl7l1	394481	protein_coding
ENSXETG00000018837	fbrs	XB-GENE-6469614	fbrs	100145044	protein_coding
ENSXETG00000008612	slc6a8l	XB-GENE-5768780	slc6a8l	100127575	protein_coding
ENSXETG00000017643	chuk	XB-GENE-5910008	chuk	549654	protein_coding
ENSXETG00000048648	ENSXETG00000048648				protein_coding
ENSXETG00000032463	nlrc3	XB-GENE-981781	nlrc3	100158644	protein_coding
ENSXETG00000026166	arl13a	XB-GENE-1007191	arl13a	100499404	protein_coding
ENSXETG00000032374	t2r25		t2r25	100335076	protein_coding
ENSXETG00000000183	atmin	XB-GENE-5861068	atmin	100487308	protein_coding
ENSXETG00000037237	ENSXETG00000037237				protein_coding
ENSXETG00000043416	ENSXETG00000043416				protein_coding
ENSXETG00000006839	xylt2	XB-GENE-993408	xylt2	448400	protein_coding
ENSXETG00000001141	hba4	XB-GENE-956173	hba4	100216102	protein_coding
ENSXETG00000024070	abhd16a	XB-GENE-480044	abhd16a	448462	protein_coding
ENSXETG00000045516	mrgbp		mrgbp	595073	protein_coding
ENSXETG00000048548	ENSXETG00000048548		LOC116407569	116407569	protein_coding
ENSXETG00000031521	relb	XB-GENE-964072	relb	100486410	protein_coding
ENSXETG00000034523	ENSXETG00000034523		LOC116407663	116407663	protein_coding
ENSXETG00000047175	ENSXETG00000047175				protein_coding
ENSXETG00000033233	ENSXETG00000033233		cd302	100489250	protein_coding
ENSXETG00000045902	ENSXETG00000045902		LOC100489858	100489858	protein_coding
ENSXETG00000008889	ndufs6	XB-GENE-1009702	ndufs6	100127764	protein_coding
ENSXETG00000026827	fbxo36	XB-GENE-1014869	fbxo36	448109	protein_coding
ENSXETG00000003430	rrp12	XB-GENE-993600	rrp12	447949	protein_coding
ENSXETG00000025675	cdc42bpb	XB-GENE-1005934	cdc42bpb	733471	protein_coding
ENSXETG00000017909	slc39a9	XB-GENE-943772	slc39a9	493555	protein_coding
ENSXETG00000041845	ENSXETG00000041845		LOC116412419	116412419	protein_coding
ENSXETG00000043764	ENSXETG00000043764		LOC100497613	100497613	protein_coding
ENSXETG00000001399	mrps16	XB-GENE-5805277	mrps16	549101	protein_coding
ENSXETG00000023116	adamtsl2	XB-GENE-6047393	adamtsl2	101734546	protein_coding
ENSXETG00000043174	ENSXETG00000043174				protein_coding
ENSXETG00000032711	tbc1d13	XB-GENE-961035	tbc1d13	100145657	protein_coding
ENSXETG00000047948	ENSXETG00000047948		LOC100487726	100487726	protein_coding
ENSXETG00000039841	mien1	XB-GENE-969302	mien1	548750	protein_coding
ENSXETG00000020214	engase	XB-GENE-981873	engase	100496567	protein_coding
ENSXETG00000048784	tnfrsf12a	XB-GENE-921790	tnfrsf12a	100135024	protein_coding
ENSXETG00000038327	ENSXETG00000038327				protein_coding
ENSXETG00000005092	ophn1	XB-GENE-1009725	ophn1	779935	protein_coding
ENSXETG00000006287	prss8l.5  loc108703873	XB-GENE-22167980	prss8l.5 loc108703873	100494289	protein_coding
ENSXETG00000048214	ENSXETG00000048214				protein_coding
ENSXETG00000012132	trmt10a	XB-GENE-942310	trmt10a	493374	protein_coding
ENSXETG00000011901	slc2a5	XB-GENE-494009	slc2a5	493549	protein_coding
ENSXETG00000010075	hyou1	XB-GENE-921821	hyou1	779444	protein_coding
ENSXETG00000037166	ENSXETG00000037166		LOC100487313	100487313	protein_coding
ENSXETG00000045433	ENSXETG00000045433				protein_coding
ENSXETG00000046808	ENSXETG00000046808				protein_coding
ENSXETG00000047098	ENSXETG00000047098		LOC116408205	116408205	protein_coding
ENSXETG00000009649	xkrx	XB-GENE-957186	xkrx	448274	protein_coding
ENSXETG00000046090	rtraf	XB-GENE-973282	rtraf	100493394	protein_coding
ENSXETG00000001527	gab3	XB-GENE-948841	gab3	100486768	protein_coding
ENSXETG00000018735	tcf7l2	XB-GENE-485975	tcf7l2	100101719	protein_coding
ENSXETG00000007179	sema3fl	XB-GENE-940271	sema3fl	448771	protein_coding
ENSXETG00000000170	cenpn	XB-GENE-945688	cenpn	496510	protein_coding
ENSXETG00000044430	ENSXETG00000044430				protein_coding
ENSXETG00000010321	cluap1	XB-GENE-5734279	cluap1	549723	protein_coding
ENSXETG00000020057	utp6	XB-GENE-997471	utp6	549609	protein_coding
ENSXETG00000043177	arl4c	XB-GENE-998820	arl4c	549461	protein_coding
ENSXETG00000048842	ENSXETG00000048842				protein_coding
ENSXETG00000007282	top2b	XB-GENE-940716	top2b	779457	protein_coding
ENSXETG00000020742	tpsg1	XB-GENE-5893000	tpsg1	548372	protein_coding
ENSXETG00000034450	ENSXETG00000034450		LOC101730999	101730999	protein_coding
ENSXETG00000002823	ryr1	XB-GENE-1013509	ryr1	100495378	protein_coding
ENSXETG00000033246	b2m	XB-GENE-922470	b2m	100422806	protein_coding
ENSXETG00000008860	hk1	XB-GENE-944850	hk1	100124752	protein_coding
ENSXETG00000040752	hacd2	XB-GENE-5998532	hacd2	100216187	protein_coding
ENSXETG00000046084	ENSXETG00000046084		LOC116408207	116408207	protein_coding
ENSXETG00000041705	ENSXETG00000041705				protein_coding
ENSXETG00000004098	smg9	XB-GENE-990837	smg9	100216177	protein_coding
ENSXETG00000004208	rsph14	XB-GENE-980692	rsph14	594888	protein_coding
ENSXETG00000013410	rptor	XB-GENE-1012818	rptor	100170605	protein_coding
ENSXETG00000031853	CD302				protein_coding
ENSXETG00000002117	slc17a5	XB-GENE-853687	slc17a5	780284	protein_coding
ENSXETG00000009648	nox1	XB-GENE-1013455	nox1	100495329	protein_coding
ENSXETG00000013439	ppih	XB-GENE-485863	ppih	394997	protein_coding
ENSXETG00000047777	NTSR1				protein_coding
ENSXETG00000006265	cel.1	XB-GENE-22172575	cel.2	100144991	protein_coding
ENSXETG00000001137	hba-l5	XB-GENE-5912359	hba-l5	548763	protein_coding
ENSXETG00000042644	ENSXETG00000042644		LOC100492034	100492034	protein_coding
ENSXETG00000038187	prr14	XB-GENE-5723359	prr14	100379933	protein_coding
ENSXETG00000015146	XB5961859 [provisional:trim39]	XB-GENE-5961860	XB5961859	733841	protein_coding
ENSXETG00000042219	ENSXETG00000042219		LOC100489917	100489917	protein_coding
ENSXETG00000016492	gng2	XB-GENE-961282	gng2	448567	protein_coding
ENSXETG00000031863	XB5811292 [provisional]	XB-GENE-5811293	LOC100485096	100485096	protein_coding
ENSXETG00000045853	ENSXETG00000045853				protein_coding
ENSXETG00000041068	znf329	XB-GENE-5965306	znf329	100170545	protein_coding
ENSXETG00000006433	ENSXETG00000006433				protein_coding
ENSXETG00000042671	ENSXETG00000042671		LOC105947126	105947126	protein_coding
ENSXETG00000012129	ilkap	XB-GENE-1000324	ilkap	595059	protein_coding
ENSXETG00000035961	ENSXETG00000035961		LOC101733605	101733605	protein_coding
ENSXETG00000048465	RNF224				protein_coding
ENSXETG00000027678	gnaz	XB-GENE-980745	gnaz	780044	protein_coding
ENSXETG00000036577	uts2	XB-GENE-951426	uts2	100379687	protein_coding
ENSXETG00000033855	XB5892933 [provisional:prss27.3]	XB-GENE-5892934	XB5892933	100491461	protein_coding
ENSXETG00000041886	tuba1cl.2	XB-GENE-5924998	tuba1cl.1	100490289	protein_coding
ENSXETG00000019084	ppp1r37	XB-GENE-940153	ppp1r37	100486669	protein_coding
ENSXETG00000046103	rtel1	XB-GENE-6035930	rtel1	100487920	protein_coding
ENSXETG00000007583	marchf7	XB-GENE-962645	marchf7	100379956	protein_coding
ENSXETG00000030334	ENSXETG00000030334		LOC100495443	100495443	protein_coding
ENSXETG00000041061	ENSXETG00000041061		sapcd1	100487796	protein_coding
ENSXETG00000012311	nfatc2	XB-GENE-492278	nfatc2	100490186	protein_coding
ENSXETG00000032062	XB22063306 [provisional:btn1a1]	XB-GENE-22063307	XB22063306	100485231	protein_coding
ENSXETG00000026559	gpr157	XB-GENE-492646	gpr157	100038048	protein_coding
ENSXETG00000041911	nhlh1	XB-GENE-989790	nhlh1	100125788	protein_coding
ENSXETG00000038502	cgas	XB-GENE-6466735	cgas	100488048	protein_coding
ENSXETG00000025118	mob4	XB-GENE-948291	mob4	549964	protein_coding
ENSXETG00000039326	ENSXETG00000039326				protein_coding
ENSXETG00000016255	tdrd6	XB-GENE-5969988	tdrd6	105948404	protein_coding
ENSXETG00000012100	ENSXETG00000012100				protein_coding
ENSXETG00000049344	ENSXETG00000049344		LOC100495325	100495325	protein_coding
ENSXETG00000041405	ENSXETG00000041405		LOC101730340	101730340	protein_coding
ENSXETG00000045534	wdr13	XB-GENE-5810758	wdr13	493412	protein_coding
ENSXETG00000045001	ENSXETG00000045001		LOC116408025	116408025	protein_coding
ENSXETG00000043896	ENSXETG00000043896		LOC116406873	116406873	protein_coding
ENSXETG00000004097	hspa1a	XB-GENE-5842877	hspa1a	100488052	protein_coding
ENSXETG00000018239	vasp	XB-GENE-6454542	vasp	493455	protein_coding
ENSXETG00000033901	erich1	XB-GENE-5807533	erich1	100144976	protein_coding
ENSXETG00000044909	sh3bgrl	XB-GENE-994511	sh3bgrl	101733396	protein_coding
ENSXETG00000039714	cmc2	XB-GENE-1016226	cmc2	733988	protein_coding
ENSXETG00000037672	rgs3	XB-GENE-5900212	rgs3	100486204	protein_coding
ENSXETG00000012865	zer1	XB-GENE-5922834	zer1	100158530	protein_coding
ENSXETG00000049110	ENSXETG00000049110				protein_coding
ENSXETG00000027247	ncstn	XB-GENE-955077	ncstn	100170459	protein_coding
ENSXETG00000044669	ENSXETG00000044669				protein_coding
ENSXETG00000024379	tll2l	XB-GENE-478930	tll2l	549415	protein_coding
ENSXETG00000002303	kat2a	XB-GENE-992487	kat2a	100492735	protein_coding
ENSXETG00000047939	ENSXETG00000047939				protein_coding
ENSXETG00000012078	h6pd	XB-GENE-988586	h6pd	100127695	protein_coding
ENSXETG00000030564	ENSXETG00000030564				protein_coding
ENSXETG00000004854	mcm4	XB-GENE-487458	mcm4	448137	protein_coding
ENSXETG00000043449	ENSXETG00000043449				protein_coding
ENSXETG00000045855	epb41l1	XB-GENE-877327	epb41l1	100127644	protein_coding
ENSXETG00000018831	rusf1	XB-GENE-6046012	rusf1	100379891	protein_coding
ENSXETG00000015145	erbb2	XB-GENE-5938588	erbb2	100492078	protein_coding
ENSXETG00000031377	kcnq5	XB-GENE-989511	kcnq5	100488199	protein_coding
ENSXETG00000024914	rab36	XB-GENE-490801	rab36	733793	protein_coding
ENSXETG00000026859	utp3	XB-GENE-989352	utp3	100145025	protein_coding
ENSXETG00000034870	trim72	XB-GENE-5896447	trim72	493550	protein_coding
ENSXETG00000030742	t2r52		t2r52	100335099	protein_coding
ENSXETG00000043428	ENSXETG00000043428				protein_coding
ENSXETG00000049146	ENSXETG00000049146				protein_coding
ENSXETG00000014206	PAX2				protein_coding
ENSXETG00000008619	usp19	XB-GENE-5869969	usp19	780341	protein_coding
ENSXETG00000036348	ENSXETG00000036348				protein_coding
ENSXETG00000032171	map3k13	XB-GENE-5753317	map3k13	100493878	protein_coding
ENSXETG00000006007	ENSXETG00000006007		LOC100488469	100488469	protein_coding
ENSXETG00000021590	gnptg	XB-GENE-945801	gnptg	496836	protein_coding
ENSXETG00000032985	cdyl2	XB-GENE-1013097	cdyl2	100486281	protein_coding
ENSXETG00000035053	ENSXETG00000035053				protein_coding
ENSXETG00000032333	gpc3	XB-GENE-982087	gpc3	100135027	protein_coding
ENSXETG00000047329	XB940087 [provisional]	XB-GENE-940088	XB940087	100492299	protein_coding
ENSXETG00000032094	XB22063318 [provisional]	XB-GENE-22063319	XB22063318	100485688	protein_coding
ENSXETG00000035671	SPSB1		spsb1	100380153	protein_coding
ENSXETG00000012423	scnn1g	XB-GENE-980897	scnn1g	100487822	protein_coding
ENSXETG00000033459	znf554	XB-GENE-5959179	znf554	779731	protein_coding
ENSXETG00000047942	ENSXETG00000047942				protein_coding
ENSXETG00000045343	fam163b	XB-GENE-5846539	fam163b	779655	protein_coding
ENSXETG00000002504	ltb	XB-GENE-494846	ltb	100135022	protein_coding
ENSXETG00000009880	gemin7	XB-GENE-6257393	gemin7	100489292	protein_coding
ENSXETG00000012176	dhx34	XB-GENE-1009178	dhx34	100158553	protein_coding
ENSXETG00000049187	ENSXETG00000049187				protein_coding
ENSXETG00000040777	ENSXETG00000040777				protein_coding
ENSXETG00000012867	pkn3	XB-GENE-6085008	pkn3	100145241	protein_coding
ENSXETG00000047983	ENSXETG00000047983				protein_coding
ENSXETG00000006264	gtf3c5	XB-GENE-1012275	gtf3c5	100492614	protein_coding
ENSXETG00000005030	tspyl2	XB-GENE-1016996	tspyl2	549565	protein_coding
ENSXETG00000030532	slc37a4	XB-GENE-922241	slc37a4	550110	protein_coding
ENSXETG00000016592	psmb8	XB-GENE-479064	psmb8	445258	protein_coding
ENSXETG00000015142	pgap3	XB-GENE-947217	pgap3	779696	protein_coding
ENSXETG00000020236	rbfox3	XB-GENE-976381	rbfox3	100496414	protein_coding
ENSXETG00000044460	ENSXETG00000044460				protein_coding
ENSXETG00000037314	fgf16	XB-GENE-483589	fgf16	100492309	protein_coding
ENSXETG00000047547	ENSXETG00000047547		LOC101733555	101733555	protein_coding
ENSXETG00000004088	kcnn4	XB-GENE-1013002	kcnn4	101732300	protein_coding
ENSXETG00000038280	barx2	XB-GENE-852581	barx2	100488405	protein_coding
ENSXETG00000010905	ube2f	XB-GENE-960076	ube2f	496657	protein_coding
ENSXETG00000009642	cstf2	XB-GENE-979047	cstf2	100170457	protein_coding
ENSXETG00000024765	dynlrb2	XB-GENE-491537	dynlrb2	549149	protein_coding
ENSXETG00000018827	pisd-like.2	XB-GENE-5897024	pisd-like.2	448069	protein_coding
ENSXETG00000006838	rab37	XB-GENE-493128	rab37	100495221	protein_coding
ENSXETG00000031685	ccdc160	XB-GENE-5812115	ccdc160	100127779	protein_coding
ENSXETG00000037326	znf397	XB-GENE-6045024	znf397	100490776	protein_coding
ENSXETG00000014133	heatr5a	XB-GENE-5868140	heatr5a	100036639	protein_coding
ENSXETG00000024072	msh5	XB-GENE-480355	msh5	100489595	protein_coding
ENSXETG00000023110	dbh	XB-GENE-959495	dbh	100492247	protein_coding
ENSXETG00000023430	pde1c	XB-GENE-994226	pde1c	100495383	protein_coding
ENSXETG00000022117	brwd3	XB-GENE-5757854	brwd3	733720	protein_coding
ENSXETG00000005019	tp73	XB-GENE-482857	tp73	100496308	protein_coding
ENSXETG00000003370	PLXNA3				protein_coding
ENSXETG00000047053	DAAM2		daam2	101731433	protein_coding
ENSXETG00000038881	nkpd1	XB-GENE-6049035	nkpd1	100489552	protein_coding
ENSXETG00000002257	ptprf	XB-GENE-495325	ptprf	100493254	protein_coding
ENSXETG00000010322	ENSXETG00000010322		LOC100487239	100487239	protein_coding
ENSXETG00000015195	psme4	XB-GENE-5841406	psme4	100379940	protein_coding
ENSXETG00000001624	stat5b	XB-GENE-5913743	map2	780043	protein_coding
ENSXETG00000015705	qki	XB-GENE-486525	qki	100038174	protein_coding
ENSXETG00000034333	ENSXETG00000034333		LOC100495222	100495222	protein_coding
ENSXETG00000031574	arfgef1	XB-GENE-6050637	arfgef1	100492065	protein_coding
ENSXETG00000019769	phf6	XB-GENE-999439	phf6	779543	protein_coding
ENSXETG00000007511	tra2b	XB-GENE-5864557	tra2b	448667	protein_coding
ENSXETG00000047532	XB5761350 [provisional]	XB-GENE-5761351	XB5761350	100493194	protein_coding
ENSXETG00000004215	casp2	XB-GENE-980812	bcr	100170543	protein_coding
ENSXETG00000047851	tuba4b	XB-GENE-489927	tuba4b	549448	protein_coding
ENSXETG00000004087	btg5.3	XB-GENE-5805799	btg5.3	394613	protein_coding
ENSXETG00000004499	cox17	XB-GENE-980568	atrx	100380046	protein_coding
ENSXETG00000045181	TTLL9		ttll9	116408011	protein_coding
ENSXETG00000032226	rabgap1	XB-GENE-5766037	rabgap1	100127731	protein_coding
ENSXETG00000017895	exd1	XB-GENE-993341	exd1	100489477	protein_coding
ENSXETG00000000413	erbb4	XB-GENE-877077	erbb4	100493234	protein_coding
ENSXETG00000019618	nptx1	XB-GENE-989880	nptx1	100158577	protein_coding
ENSXETG00000002442	wdr5	XB-GENE-493883	ppp4r1l	100216260	protein_coding
ENSXETG00000035588	tnfrsf14	XB-GENE-22064069	tnfrsf14	101733953	protein_coding
ENSXETG00000035532	hyls1	XB-GENE-22061504	hyls1	101731869	protein_coding
ENSXETG00000012863	set	XB-GENE-986872	set	394638	protein_coding
ENSXETG00000027160	ENSXETG00000027160		LOC100489533	100489533	protein_coding
ENSXETG00000022874	wdr49	XB-GENE-980167	serpini2	548471	protein_coding
ENSXETG00000013442	ENSXETG00000013442		ccdc30	100380085	protein_coding
ENSXETG00000005840	copa	XB-GENE-989762	copa	100158562	protein_coding
ENSXETG00000049088	ENSXETG00000049088				pseudogene
ENSXETG00000047914	cep70	XB-GENE-5817996	cep70	733900	protein_coding
ENSXETG00000039294	ENSXETG00000039294				protein_coding
ENSXETG00000010906	ramp1	XB-GENE-1010532	ramp1	780274	protein_coding
ENSXETG00000044511	RNF208		rnf208	116406559	protein_coding
ENSXETG00000038188	ENSXETG00000038188				protein_coding
ENSXETG00000027798	pnmt	XB-GENE-962104	pnmt	100492236	protein_coding
ENSXETG00000007152	ENSXETG00000007152		LOC101733428	101733428	protein_coding
ENSXETG00000019079	lgals9b	XB-GENE-5926948	lgals9b	496976	protein_coding
ENSXETG00000024532	pus3	XB-GENE-5897110	pus3	394566	protein_coding
ENSXETG00000033687	plekhd1	XB-GENE-6044240	plekhd1	100485012	protein_coding
ENSXETG00000012419	usp31	XB-GENE-920956	usp31	100492761	protein_coding
ENSXETG00000004086	btg5.2	XB-GENE-1033679	btg5.2	613060	protein_coding
ENSXETG00000041775	slc9a3r1	XB-GENE-487362	slc9a3r1	448423	protein_coding
ENSXETG00000041505	ENSXETG00000041505				protein_coding
ENSXETG00000015144	tcap	XB-GENE-1013765	tcap	100380097	protein_coding
ENSXETG00000015822	fbln5	XB-GENE-983056	fbln5	595007	protein_coding
ENSXETG00000047740	ENSXETG00000047740		LOC100488183	100488183	protein_coding
ENSXETG00000001136	nprl3	XB-GENE-5818915	nprl3	100124838	protein_coding
ENSXETG00000040750	ENSXETG00000040750				protein_coding
ENSXETG00000012227	cnih1	XB-GENE-1004741	cnih1	493429	protein_coding
ENSXETG00000045918	kcng1	XB-GENE-1011042	kcng1	100125206	protein_coding
ENSXETG00000019623	endov	XB-GENE-955141	endov	496630	protein_coding
ENSXETG00000043938	ENSXETG00000043938		LOC100492396	100492396	protein_coding
ENSXETG00000034725	rpusd4	XB-GENE-6455737	rpusd4	734064	protein_coding
ENSXETG00000004219	specc1l	XB-GENE-5937736	specc1l	733457	protein_coding
ENSXETG00000034964	ENSXETG00000034964				protein_coding
ENSXETG00000003373	rrp1b	XB-GENE-5721102	sgca	100488410	protein_coding
ENSXETG00000044796	ENSXETG00000044796		LOC101730371	101730371	protein_coding
ENSXETG00000016256	slc25a27	XB-GENE-1005902	slc25a27	496683	protein_coding
ENSXETG00000049108	hs3st2	XB-GENE-980910	hs3st2	100492586	protein_coding
ENSXETG00000004079	tmem45b	XB-GENE-5730663	tmem45b	496521	protein_coding
ENSXETG00000017737	asap1	XB-GENE-1013472	asap1	100036721	protein_coding
ENSXETG00000006262	tsc1	XB-GENE-987982	tsc1	100380126	protein_coding
ENSXETG00000001528	picalml	XB-GENE-980556	vbp1	100145749	protein_coding
ENSXETG00000004890	ugt1a6	XB-GENE-5793241	ugt1a6	100135191	protein_coding
ENSXETG00000039953	ENSXETG00000039953		LOC100498591	100498591	protein_coding
ENSXETG00000047648	XKR7		LOC116408026	116408026	protein_coding
ENSXETG00000042162	ENSXETG00000042162		LOC100493823	100493823	protein_coding
ENSXETG00000007509	hspd1	XB-GENE-980059	hspd1	100124945	protein_coding
ENSXETG00000034552	ENSXETG00000034552				protein_coding
ENSXETG00000037930	ENSXETG00000037930				protein_coding
ENSXETG00000010084	vps11	XB-GENE-922526	vps11	100101673	protein_coding
ENSXETG00000044879	timm17b	XB-GENE-6454019	timm17b	779691	protein_coding
ENSXETG00000013461	ppcs	XB-GENE-954648	ppcs	780088	protein_coding
ENSXETG00000038676	ENSXETG00000038676				protein_coding
ENSXETG00000033677	itln1al	XB-GENE-22065903	itln1al	100485391	protein_coding
ENSXETG00000023098	sardh	XB-GENE-6038613	sardh	100492087	protein_coding
ENSXETG00000043632	ENSXETG00000043632				protein_coding
ENSXETG00000047187	ENSXETG00000047187		LOC116407726	116407726	protein_coding
ENSXETG00000018824	slc5a2	XB-GENE-5961970	slc5a2	100380144	protein_coding
ENSXETG00000042925	ENSXETG00000042925		LOC116407737	116407737	protein_coding
ENSXETG00000012889	dync2i2	XB-GENE-953027	dync2i2	448417	protein_coding
ENSXETG00000016257	cyp39a1	XB-GENE-945546	cyp39a1	100486848	protein_coding
ENSXETG00000004050	ENSXETG00000004050		LOC100496658	100496658	protein_coding
ENSXETG00000042451	ccm2l	XB-GENE-970470	ccm2l	100498237	protein_coding
ENSXETG00000005089	ar	XB-GENE-479429	ar	100489816	protein_coding
ENSXETG00000024918	snrpd3	XB-GENE-1014502	snrpd3	549847	protein_coding
ENSXETG00000045280	ENSXETG00000045280				protein_coding
ENSXETG00000043280	ENSXETG00000043280				protein_coding
ENSXETG00000013463	zmynd12	XB-GENE-978195	zmynd12	496847	protein_coding
ENSXETG00000037624	ENSXETG00000037624				protein_coding
ENSXETG00000015020	ap1s1	XB-GENE-961095	plekha3	100145244	protein_coding
ENSXETG00000004078	nfrkb	XB-GENE-6258496	nfrkb	394815	protein_coding
ENSXETG00000012303	dpm1	XB-GENE-976623	dpm1	496884	protein_coding
ENSXETG00000049291	ENSXETG00000049291		XB5900552	100145531	protein_coding
ENSXETG00000019290	stk16	XB-GENE-971765	stk16	448012	protein_coding
ENSXETG00000017901	chp1	XB-GENE-1007598	chp1	448152	protein_coding
ENSXETG00000018445	lpar4	XB-GENE-989373	lpar4	780308	protein_coding
ENSXETG00000042883	ENSXETG00000042883		LOC116408210	116408210	protein_coding
ENSXETG00000049114	clasrp	XB-GENE-6458768	clasrp	100145023	protein_coding
ENSXETG00000047986	ENSXETG00000047986		LOC100491339	100491339	protein_coding
